isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	MSTRG.97381	MSTRG.97381.1	SoffiXsponR570.06Ag095500.v2.1	SoffiXsponR570.06Ag095500.1.v2.1	antisense	intergenic	2275	convergent	downstream
0	MSTRG.97381	MSTRG.97381.1	SoffiXsponR570.06Ag095400.v2.1	SoffiXsponR570.06Ag095400.1.v2.1	antisense	intergenic	4210	convergent	downstream
1	MSTRG.49395	MSTRG.49395.1	SoffiXsponR570.02Gg320500.v2.1	SoffiXsponR570.02Gg320500.1.v2.1	sense	intergenic	2557	same_strand	upstream
0	MSTRG.49395	MSTRG.49395.1	SoffiXsponR570.02Gg320500.v2.1	SoffiXsponR570.02Gg320500.2.v2.1	sense	intergenic	3022	same_strand	upstream
0	MSTRG.49395	MSTRG.49395.1	SoffiXsponR570.02Gg320400.v2.1	SoffiXsponR570.02Gg320400.1.v2.1	antisense	intergenic	7604	convergent	downstream
1	MSTRG.84820	MSTRG.84820.1	SoffiXsponR570.05Dg085800.v2.1	SoffiXsponR570.05Dg085800.1.v2.1	strand_unknow	intergenic	3767	unknow strand(s)	downstream
1	MSTRG.9175	MSTRG.9175.1	SoffiXsponR570.01Ag150900.v2.1	SoffiXsponR570.01Ag150900.1.v2.1	strand_unknow	intergenic	7793	unknow strand(s)	downstream
1	MSTRG.92614	MSTRG.92614.3	SoffiXsponR570.05Gg141400.v2.1	SoffiXsponR570.05Gg141400.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.92614	MSTRG.92614.3	SoffiXsponR570.05Gg141300.v2.1	SoffiXsponR570.05Gg141300.1.v2.1	sense	intergenic	1094	same_strand	upstream
1	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag251900.v2.1	SoffiXsponR570.04Ag251900.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag252100.v2.1	SoffiXsponR570.04Ag252100.1.v2.1	sense	intergenic	8252	same_strand	upstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag252000.v2.1	SoffiXsponR570.04Ag252000.2.v2.1	antisense	intergenic	5327	convergent	downstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag251800.v2.1	SoffiXsponR570.04Ag251800.4.v2.1	antisense	intergenic	9706	divergent	upstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag252000.v2.1	SoffiXsponR570.04Ag252000.1.v2.1	antisense	intergenic	5327	convergent	downstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag251800.v2.1	SoffiXsponR570.04Ag251800.1.v2.1	antisense	intergenic	9706	divergent	upstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag251800.v2.1	SoffiXsponR570.04Ag251800.2.v2.1	antisense	intergenic	9706	divergent	upstream
0	MSTRG.66905	MSTRG.66905.7	SoffiXsponR570.04Ag251800.v2.1	SoffiXsponR570.04Ag251800.3.v2.1	antisense	intergenic	9706	divergent	upstream
1	MSTRG.16396	MSTRG.16396.3	SoffiXsponR570.01Bg489900.v2.1	SoffiXsponR570.01Bg489900.1.v2.1	antisense	intergenic	527	convergent	downstream
0	MSTRG.16396	MSTRG.16396.3	SoffiXsponR570.01Bg490000.v2.1	SoffiXsponR570.01Bg490000.1.v2.1	sense	intergenic	5711	same_strand	upstream
1	MSTRG.105163	MSTRG.105163.3	SoffiXsponR570.06Gg150800.v2.1	SoffiXsponR570.06Gg150800.1.v2.1	antisense	intergenic	832	divergent	upstream
0	MSTRG.105163	MSTRG.105163.3	SoffiXsponR570.06Gg150700.v2.1	SoffiXsponR570.06Gg150700.2.v2.1	sense	intergenic	7532	same_strand	downstream
0	MSTRG.105163	MSTRG.105163.3	SoffiXsponR570.06Gg150700.v2.1	SoffiXsponR570.06Gg150700.1.v2.1	sense	intergenic	7451	same_strand	downstream
0	MSTRG.105163	MSTRG.105163.3	SoffiXsponR570.06Gg150800.v2.1	SoffiXsponR570.06Gg150800.2.v2.1	antisense	intergenic	1020	divergent	upstream
1	MSTRG.1895	MSTRG.1895.6	SoffiXsponR570.10Bg045600.v2.1	SoffiXsponR570.10Bg045600.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.1895	MSTRG.1895.6	SoffiXsponR570.10Bg045600.v2.1	SoffiXsponR570.10Bg045600.2.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.1895	MSTRG.1895.6	SoffiXsponR570.10Bg045700.v2.1	SoffiXsponR570.10Bg045700.1.v2.1	sense	intergenic	5397	same_strand	upstream
1	MSTRG.5688	MSTRG.5688.2	SoffiXsponR570.10Eg017600.v2.1	SoffiXsponR570.10Eg017600.1.v2.1	sense	intergenic	15427	same_strand	upstream
1	MSTRG.62540	MSTRG.62540.5	SoffiXsponR570.03Fg033000.v2.1	SoffiXsponR570.03Fg033000.2.v2.1	sense	intergenic	42906	same_strand	downstream
0	MSTRG.62540	MSTRG.62540.5	SoffiXsponR570.03Fg033000.v2.1	SoffiXsponR570.03Fg033000.1.v2.1	sense	intergenic	42906	same_strand	downstream
1	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114600.v2.1	SoffiXsponR570.06Cg114600.3.v2.1	sense	intergenic	1977	same_strand	downstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114800.v2.1	SoffiXsponR570.06Cg114800.1.v2.1	antisense	intergenic	7411	convergent	downstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114700.v2.1	SoffiXsponR570.06Cg114700.1.v2.1	sense	intergenic	3508	same_strand	upstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114600.v2.1	SoffiXsponR570.06Cg114600.5.v2.1	sense	intergenic	2112	same_strand	downstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114600.v2.1	SoffiXsponR570.06Cg114600.4.v2.1	sense	intergenic	1977	same_strand	downstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114600.v2.1	SoffiXsponR570.06Cg114600.1.v2.1	sense	intergenic	1977	same_strand	downstream
0	MSTRG.99697	MSTRG.99697.3	SoffiXsponR570.06Cg114600.v2.1	SoffiXsponR570.06Cg114600.2.v2.1	sense	intergenic	1977	same_strand	downstream
1	MSTRG.2225	MSTRG.2225.1	SoffiXsponR570.10Bg089200.v2.1	SoffiXsponR570.10Bg089200.1.v2.1	antisense	intergenic	5366	convergent	downstream
1	MSTRG.92285	MSTRG.92285.3	SoffiXsponR570.05Gg102300.v2.1	SoffiXsponR570.05Gg102300.1.v2.1	sense	intergenic	10031	same_strand	upstream
1	MSTRG.99755	MSTRG.99755.5	SoffiXsponR570.06Cg122500.v2.1	SoffiXsponR570.06Cg122500.1.v2.1	antisense	intergenic	8327	divergent	upstream
1	MSTRG.38083	MSTRG.38083.3	SoffiXsponR570.02Cg414800.v2.1	SoffiXsponR570.02Cg414800.1.v2.1	sense	intergenic	1	same_strand	downstream
0	MSTRG.38083	MSTRG.38083.3	SoffiXsponR570.02Cg414900.v2.1	SoffiXsponR570.02Cg414900.1.v2.1	antisense	intergenic	5212	divergent	upstream
0	MSTRG.38083	MSTRG.38083.3	SoffiXsponR570.02Cg415000.v2.1	SoffiXsponR570.02Cg415000.1.v2.1	antisense	intergenic	7381	divergent	upstream
0	MSTRG.38083	MSTRG.38083.3	SoffiXsponR570.02Cg415000.v2.1	SoffiXsponR570.02Cg415000.2.v2.1	antisense	intergenic	7319	divergent	upstream
0	MSTRG.38083	MSTRG.38083.3	SoffiXsponR570.02Cg414700.v2.1	SoffiXsponR570.02Cg414700.1.v2.1	antisense	intergenic	2966	convergent	downstream
1	MSTRG.105822	MSTRG.105822.1	SoffiXsponR570.6_9Ag088800.v2.1	SoffiXsponR570.6_9Ag088800.1.v2.1	antisense	intergenic	589	divergent	upstream
0	MSTRG.105822	MSTRG.105822.1	SoffiXsponR570.6_9Ag088900.v2.1	SoffiXsponR570.6_9Ag088900.1.v2.1	antisense	intergenic	6779	convergent	downstream
1	MSTRG.87517	MSTRG.87517.2	SoffiXsponR570.05Eg090600.v2.1	SoffiXsponR570.05Eg090600.1.v2.1	sense	intergenic	29856	same_strand	upstream
1	MSTRG.80940	MSTRG.80940.1	SoffiXsponR570.05Bg315500.v2.1	SoffiXsponR570.05Bg315500.1.v2.1	sense	intergenic	2065	same_strand	upstream
0	MSTRG.80940	MSTRG.80940.1	SoffiXsponR570.05Bg315600.v2.1	SoffiXsponR570.05Bg315600.1.v2.1	antisense	intergenic	5791	divergent	upstream
0	MSTRG.80940	MSTRG.80940.1	SoffiXsponR570.05Bg315500.v2.1	SoffiXsponR570.05Bg315500.2.v2.1	sense	intergenic	2183	same_strand	upstream
0	MSTRG.80940	MSTRG.80940.1	SoffiXsponR570.05Bg315400.v2.1	SoffiXsponR570.05Bg315400.1.v2.1	antisense	intergenic	9490	convergent	downstream
1	MSTRG.29100	MSTRG.29100.2	SoffiXsponR570.02Ag048600.v2.1	SoffiXsponR570.02Ag048600.1.v2.1	antisense	intergenic	10132	divergent	upstream
0	MSTRG.29100	MSTRG.29100.2	SoffiXsponR570.02Ag048400.v2.1	SoffiXsponR570.02Ag048400.1.v2.1	sense	intergenic	18350	same_strand	downstream
0	MSTRG.29100	MSTRG.29100.2	SoffiXsponR570.02Ag048500.v2.1	SoffiXsponR570.02Ag048500.1.v2.1	sense	intergenic	13872	same_strand	downstream
1	MSTRG.110753	MSTRG.110753.1	SoffiXsponR570.07Bg129800.v2.1	SoffiXsponR570.07Bg129800.1.v2.1	antisense	intergenic	22077	convergent	downstream
0	MSTRG.110753	MSTRG.110753.1	SoffiXsponR570.07Bg129700.v2.1	SoffiXsponR570.07Bg129700.1.v2.1	antisense	intergenic	29772	convergent	downstream
1	MSTRG.77489	MSTRG.77489.1	SoffiXsponR570.05Ag199800.v2.1	SoffiXsponR570.05Ag199800.1.v2.1	antisense	intergenic	27	convergent	downstream
0	MSTRG.77489	MSTRG.77489.1	SoffiXsponR570.05Ag199800.v2.1	SoffiXsponR570.05Ag199800.2.v2.1	antisense	intergenic	37	convergent	downstream
1	MSTRG.123581	MSTRG.123581.4	SoffiXsponR570.08Bg135300.v2.1	SoffiXsponR570.08Bg135300.1.v2.1	antisense	intergenic	56515	divergent	upstream
0	MSTRG.123581	MSTRG.123581.4	SoffiXsponR570.08Bg135200.v2.1	SoffiXsponR570.08Bg135200.1.v2.1	antisense	intergenic	58035	divergent	upstream
1	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.5.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.3.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.1.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.6.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208000.v2.1	SoffiXsponR570.03Eg208000.1.v2.1	sense	intergenic	4091	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208000.v2.1	SoffiXsponR570.03Eg208000.2.v2.1	sense	intergenic	4091	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.2.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208000.v2.1	SoffiXsponR570.03Eg208000.3.v2.1	sense	intergenic	4091	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208100.v2.1	SoffiXsponR570.03Eg208100.4.v2.1	sense	intergenic	330	same_strand	downstream
0	MSTRG.61530	MSTRG.61530.15	SoffiXsponR570.03Eg208200.v2.1	SoffiXsponR570.03Eg208200.1.v2.1	antisense	intergenic	3080	convergent	downstream
1	MSTRG.88025	MSTRG.88025.1	SoffiXsponR570.05Eg165600.v2.1	SoffiXsponR570.05Eg165600.2.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.88025	MSTRG.88025.1	SoffiXsponR570.05Eg165600.v2.1	SoffiXsponR570.05Eg165600.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.88025	MSTRG.88025.1	SoffiXsponR570.05Eg165700.v2.1	SoffiXsponR570.05Eg165700.1.v2.1	antisense	intergenic	2957	convergent	downstream
0	MSTRG.88025	MSTRG.88025.1	SoffiXsponR570.05Eg165500.v2.1	SoffiXsponR570.05Eg165500.1.v2.1	antisense	intergenic	7176	divergent	upstream
1	MSTRG.66612	MSTRG.66612.1	SoffiXsponR570.04Ag215900.v2.1	SoffiXsponR570.04Ag215900.1.v2.1	sense	intergenic	12558	same_strand	upstream
1	MSTRG.76024	MSTRG.76024.1	SoffiXsponR570.04Gg112300.v2.1	SoffiXsponR570.04Gg112300.1.v2.1	sense	intergenic	9414	same_strand	downstream
1	MSTRG.5518	MSTRG.5518.4	SoffiXsponR570.10Dg182100.v2.1	SoffiXsponR570.10Dg182100.1.v2.1	antisense	intergenic	42079	divergent	upstream
1	MSTRG.135295	MSTRG.135295.1	SoffiXsponR570.09Cg058800.v2.1	SoffiXsponR570.09Cg058800.1.v2.1	strand_unknow	intergenic	6407	unknow strand(s)	upstream
1	MSTRG.114154	MSTRG.114154.9	SoffiXsponR570.07Dg033400.v2.1	SoffiXsponR570.07Dg033400.1.v2.1	sense	intergenic	4109	same_strand	upstream
0	MSTRG.114154	MSTRG.114154.9	SoffiXsponR570.07Dg033500.v2.1	SoffiXsponR570.07Dg033500.2.v2.1	antisense	intergenic	5948	convergent	downstream
0	MSTRG.114154	MSTRG.114154.9	SoffiXsponR570.07Dg033500.v2.1	SoffiXsponR570.07Dg033500.1.v2.1	antisense	intergenic	5718	convergent	downstream
1	MSTRG.23940	MSTRG.23940.1	SoffiXsponR570.01Eg159300.v2.1	SoffiXsponR570.01Eg159300.1.v2.1	antisense	intergenic	1170	convergent	downstream
1	MSTRG.65634	MSTRG.65634.3	SoffiXsponR570.04Ag082500.v2.1	SoffiXsponR570.04Ag082500.1.v2.1	sense	intergenic	5445	same_strand	upstream
0	MSTRG.65634	MSTRG.65634.3	SoffiXsponR570.04Ag082500.v2.1	SoffiXsponR570.04Ag082500.2.v2.1	sense	intergenic	5462	same_strand	upstream
1	MSTRG.22547	MSTRG.22547.1	SoffiXsponR570.01Dg389400.v2.1	SoffiXsponR570.01Dg389400.1.v2.1	strand_unknow	intergenic	6812	unknow strand(s)	upstream
0	MSTRG.22547	MSTRG.22547.1	SoffiXsponR570.01Dg389300.v2.1	SoffiXsponR570.01Dg389300.1.v2.1	strand_unknow	intergenic	8143	unknow strand(s)	upstream
1	MSTRG.134200	MSTRG.134200.1	SoffiXsponR570.09Bg075300.v2.1	SoffiXsponR570.09Bg075300.1.v2.1	antisense	intergenic	34310	divergent	upstream
0	MSTRG.134200	MSTRG.134200.1	SoffiXsponR570.09Bg075600.v2.1	SoffiXsponR570.09Bg075600.1.v2.1	sense	intergenic	36480	same_strand	downstream
0	MSTRG.134200	MSTRG.134200.1	SoffiXsponR570.09Bg075500.v2.1	SoffiXsponR570.09Bg075500.1.v2.1	sense	intergenic	36757	same_strand	downstream
0	MSTRG.134200	MSTRG.134200.1	SoffiXsponR570.09Bg075400.v2.1	SoffiXsponR570.09Bg075400.1.v2.1	sense	intergenic	39888	same_strand	downstream
1	MSTRG.45383	MSTRG.45383.12	SoffiXsponR570.02Fg147600.v2.1	SoffiXsponR570.02Fg147600.2.v2.1	antisense	intergenic	1139	convergent	downstream
0	MSTRG.45383	MSTRG.45383.12	SoffiXsponR570.02Fg147600.v2.1	SoffiXsponR570.02Fg147600.1.v2.1	antisense	intergenic	1800	convergent	downstream
1	MSTRG.138572	MSTRG.138572.2	SoffiXsponR570.1Z015500.v2.1	SoffiXsponR570.1Z015500.1.v2.1	antisense	intergenic	1087	divergent	upstream
0	MSTRG.138572	MSTRG.138572.2	SoffiXsponR570.1Z015800.v2.1	SoffiXsponR570.1Z015800.1.v2.1	antisense	intergenic	4551	divergent	upstream
0	MSTRG.138572	MSTRG.138572.2	SoffiXsponR570.1Z015600.v2.1	SoffiXsponR570.1Z015600.1.v2.1	antisense	intergenic	2045	divergent	upstream
0	MSTRG.138572	MSTRG.138572.2	SoffiXsponR570.1Z015900.v2.1	SoffiXsponR570.1Z015900.1.v2.1	antisense	intergenic	7831	divergent	upstream
0	MSTRG.138572	MSTRG.138572.2	SoffiXsponR570.1Z015700.v2.1	SoffiXsponR570.1Z015700.1.v2.1	antisense	intergenic	3578	divergent	upstream
1	MSTRG.90432	MSTRG.90432.1	SoffiXsponR570.05Fg153400.v2.1	SoffiXsponR570.05Fg153400.2.v2.1	strand_unknow	intergenic	14185	unknow strand(s)	downstream
0	MSTRG.90432	MSTRG.90432.1	SoffiXsponR570.05Fg153400.v2.1	SoffiXsponR570.05Fg153400.1.v2.1	strand_unknow	intergenic	14311	unknow strand(s)	downstream
1	MSTRG.12928	MSTRG.12928.1	SoffiXsponR570.01Bg059500.v2.1	SoffiXsponR570.01Bg059500.1.v2.1	antisense	intergenic	3243	convergent	downstream
1	MSTRG.39358	MSTRG.39358.1	SoffiXsponR570.02Dg160300.v2.1	SoffiXsponR570.02Dg160300.1.v2.1	strand_unknow	intergenic	33812	unknow strand(s)	downstream
1	MSTRG.129664	MSTRG.129664.1	SoffiXsponR570.8_10Ag233100.v2.1	SoffiXsponR570.8_10Ag233100.2.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.129664	MSTRG.129664.1	SoffiXsponR570.8_10Ag233100.v2.1	SoffiXsponR570.8_10Ag233100.4.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.129664	MSTRG.129664.1	SoffiXsponR570.8_10Ag233100.v2.1	SoffiXsponR570.8_10Ag233100.1.v2.1	strand_unknow	intergenic	4179	unknow strand(s)	downstream
0	MSTRG.129664	MSTRG.129664.1	SoffiXsponR570.8_10Ag233200.v2.1	SoffiXsponR570.8_10Ag233200.1.v2.1	strand_unknow	intergenic	7219	unknow strand(s)	upstream
0	MSTRG.129664	MSTRG.129664.1	SoffiXsponR570.8_10Ag233100.v2.1	SoffiXsponR570.8_10Ag233100.3.v2.1	strand_unknow	genic	0	nested	intronic
1	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.2.v2.1	antisense	intergenic	53164	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.4.v2.1	antisense	intergenic	53364	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.7.v2.1	antisense	intergenic	54812	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.1.v2.1	antisense	intergenic	53208	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.3.v2.1	antisense	intergenic	53236	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.5.v2.1	antisense	intergenic	53368	divergent	upstream
0	MSTRG.33778	MSTRG.33778.3	SoffiXsponR570.02Bg260600.v2.1	SoffiXsponR570.02Bg260600.6.v2.1	antisense	intergenic	53364	divergent	upstream
1	MSTRG.82701	MSTRG.82701.3	SoffiXsponR570.05Cg178200.v2.1	SoffiXsponR570.05Cg178200.2.v2.1	sense	intergenic	4577	same_strand	upstream
0	MSTRG.82701	MSTRG.82701.3	SoffiXsponR570.05Cg178200.v2.1	SoffiXsponR570.05Cg178200.3.v2.1	sense	intergenic	4625	same_strand	upstream
0	MSTRG.82701	MSTRG.82701.3	SoffiXsponR570.05Cg178200.v2.1	SoffiXsponR570.05Cg178200.1.v2.1	sense	intergenic	4790	same_strand	upstream
0	MSTRG.82701	MSTRG.82701.3	SoffiXsponR570.05Cg178200.v2.1	SoffiXsponR570.05Cg178200.4.v2.1	sense	intergenic	4765	same_strand	upstream
1	MSTRG.105438	MSTRG.105438.1	SoffiXsponR570.6_9Ag037100.v2.1	SoffiXsponR570.6_9Ag037100.1.v2.1	strand_unknow	intergenic	3815	unknow strand(s)	upstream
0	MSTRG.105438	MSTRG.105438.1	SoffiXsponR570.6_9Ag037000.v2.1	SoffiXsponR570.6_9Ag037000.1.v2.1	strand_unknow	intergenic	5285	unknow strand(s)	downstream
1	MSTRG.142170	MSTRG.142170.1	SoffiXsponR570.4us91g005400.v2.1	SoffiXsponR570.4us91g005400.1.v2.1	sense	intergenic	389	same_strand	downstream
0	MSTRG.142170	MSTRG.142170.1	SoffiXsponR570.4us91g005200.v2.1	SoffiXsponR570.4us91g005200.1.v2.1	sense	intergenic	7455	same_strand	downstream
0	MSTRG.142170	MSTRG.142170.1	SoffiXsponR570.4us91g005200.v2.1	SoffiXsponR570.4us91g005200.2.v2.1	sense	intergenic	7455	same_strand	downstream
0	MSTRG.142170	MSTRG.142170.1	SoffiXsponR570.4us91g005300.v2.1	SoffiXsponR570.4us91g005300.2.v2.1	sense	intergenic	3935	same_strand	downstream
0	MSTRG.142170	MSTRG.142170.1	SoffiXsponR570.4us91g005300.v2.1	SoffiXsponR570.4us91g005300.1.v2.1	sense	intergenic	2464	same_strand	downstream
1	MSTRG.124269	MSTRG.124269.1	SoffiXsponR570.08Cg022500.v2.1	SoffiXsponR570.08Cg022500.1.v2.1	strand_unknow	intergenic	17516	unknow strand(s)	upstream
1	MSTRG.24325	MSTRG.24325.39	SoffiXsponR570.01Eg207600.v2.1	SoffiXsponR570.01Eg207600.1.v2.1	antisense	intergenic	339	divergent	upstream
0	MSTRG.24325	MSTRG.24325.39	SoffiXsponR570.01Eg207700.v2.1	SoffiXsponR570.01Eg207700.1.v2.1	antisense	intergenic	4176	convergent	downstream
0	MSTRG.24325	MSTRG.24325.39	SoffiXsponR570.01Eg207600.v2.1	SoffiXsponR570.01Eg207600.2.v2.1	antisense	intergenic	437	divergent	upstream
1	MSTRG.124426	MSTRG.124426.2	SoffiXsponR570.08Cg049000.v2.1	SoffiXsponR570.08Cg049000.1.v2.1	antisense	genic	0	nested	intronic
0	MSTRG.124426	MSTRG.124426.2	SoffiXsponR570.08Cg049000.v2.1	SoffiXsponR570.08Cg049000.2.v2.1	antisense	genic	0	nested	intronic
1	MSTRG.70438	MSTRG.70438.1	SoffiXsponR570.04Cg183600.v2.1	SoffiXsponR570.04Cg183600.1.v2.1	sense	intergenic	588	same_strand	upstream
0	MSTRG.70438	MSTRG.70438.1	SoffiXsponR570.04Cg183600.v2.1	SoffiXsponR570.04Cg183600.2.v2.1	sense	intergenic	640	same_strand	upstream
1	MSTRG.46453	MSTRG.46453.6	SoffiXsponR570.02Fg299300.v2.1	SoffiXsponR570.02Fg299300.1.v2.1	antisense	genic	0	overlapping	exonic
1	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag135900.v2.1	SoffiXsponR570.08Ag135900.2.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag136000.v2.1	SoffiXsponR570.08Ag136000.4.v2.1	strand_unknow	intergenic	7192	unknow strand(s)	upstream
0	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag136000.v2.1	SoffiXsponR570.08Ag136000.3.v2.1	strand_unknow	intergenic	7192	unknow strand(s)	upstream
0	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag135900.v2.1	SoffiXsponR570.08Ag135900.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag136000.v2.1	SoffiXsponR570.08Ag136000.1.v2.1	strand_unknow	intergenic	7192	unknow strand(s)	upstream
0	MSTRG.121919	MSTRG.121919.1	SoffiXsponR570.08Ag136000.v2.1	SoffiXsponR570.08Ag136000.2.v2.1	strand_unknow	intergenic	7192	unknow strand(s)	upstream
1	MSTRG.55756	MSTRG.55756.1	SoffiXsponR570.03Cg154200.v2.1	SoffiXsponR570.03Cg154200.1.v2.1	strand_unknow	intergenic	36858	unknow strand(s)	upstream
0	MSTRG.55756	MSTRG.55756.1	SoffiXsponR570.03Cg154200.v2.1	SoffiXsponR570.03Cg154200.3.v2.1	strand_unknow	intergenic	36988	unknow strand(s)	upstream
0	MSTRG.55756	MSTRG.55756.1	SoffiXsponR570.03Cg154200.v2.1	SoffiXsponR570.03Cg154200.2.v2.1	strand_unknow	intergenic	36953	unknow strand(s)	upstream
1	MSTRG.37648	MSTRG.37648.1	SoffiXsponR570.02Cg360300.v2.1	SoffiXsponR570.02Cg360300.1.v2.1	sense	intergenic	8850	same_strand	upstream
1	MSTRG.120824	MSTRG.120824.2	SoffiXsponR570.7os1g083700.v2.1	SoffiXsponR570.7os1g083700.1.v2.1	sense	intergenic	1032	same_strand	upstream
0	MSTRG.120824	MSTRG.120824.2	SoffiXsponR570.7os1g083900.v2.1	SoffiXsponR570.7os1g083900.2.v2.1	antisense	intergenic	8133	divergent	upstream
0	MSTRG.120824	MSTRG.120824.2	SoffiXsponR570.7os1g083800.v2.1	SoffiXsponR570.7os1g083800.1.v2.1	sense	intergenic	2314	same_strand	downstream
0	MSTRG.120824	MSTRG.120824.2	SoffiXsponR570.7os1g083600.v2.1	SoffiXsponR570.7os1g083600.1.v2.1	sense	intergenic	4740	same_strand	upstream
0	MSTRG.120824	MSTRG.120824.2	SoffiXsponR570.7os1g083900.v2.1	SoffiXsponR570.7os1g083900.1.v2.1	antisense	intergenic	8133	divergent	upstream
1	MSTRG.102821	MSTRG.102821.4	SoffiXsponR570.06Fg011800.v2.1	SoffiXsponR570.06Fg011800.1.v2.1	sense	intergenic	3489	same_strand	upstream
1	MSTRG.141688	MSTRG.141688.40	SoffiXsponR570.9us90g023000.v2.1	SoffiXsponR570.9us90g023000.1.v2.1	sense	intergenic	10506	same_strand	downstream
0	MSTRG.141688	MSTRG.141688.40	SoffiXsponR570.9us90g023100.v2.1	SoffiXsponR570.9us90g023100.1.v2.1	antisense	intergenic	15087	convergent	downstream
1	MSTRG.60760	MSTRG.60760.3	SoffiXsponR570.03Eg104700.v2.1	SoffiXsponR570.03Eg104700.1.v2.1	sense	intergenic	1084	same_strand	downstream
0	MSTRG.60760	MSTRG.60760.3	SoffiXsponR570.03Eg104600.v2.1	SoffiXsponR570.03Eg104600.1.v2.1	antisense	intergenic	1505	convergent	downstream
1	MSTRG.28197	MSTRG.28197.1	SoffiXsponR570.01Fg296300.v2.1	SoffiXsponR570.01Fg296300.1.v2.1	antisense	intergenic	837	divergent	upstream
0	MSTRG.28197	MSTRG.28197.1	SoffiXsponR570.01Fg296400.v2.1	SoffiXsponR570.01Fg296400.1.v2.1	sense	intergenic	4900	same_strand	upstream
1	MSTRG.5974	MSTRG.5974.3	SoffiXsponR570.10Eg058100.v2.1	SoffiXsponR570.10Eg058100.1.v2.1	sense	intergenic	10367	same_strand	upstream
