name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
MSTRG.36626.1	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.245264207377866	2006	0.536	1
MSTRG.36626.2	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.253739040742651	1939	0.53	1
MSTRG.36626.3	0.503269	0.50675	0.526991	0.558531	0.586045	0.502057	0.172602739726027	2555	0.01	0
MSTRG.36626.4	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.260455267337215	1889	0.542	1
MSTRG.36626.5	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.354211663066955	1389	0.69	1
MSTRG.36626.6	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.383177570093458	1284	0.74	1
MSTRG.36626.7	0.503476	0.506824	0.527806	0.561708	0.591749	0.509791	0.47536231884058	1035	0.968	1
MSTRG.36628.1	0.516352	0.532989	0.53174	0.551846	0.545498	0.397785	0.466135458167331	753	0.198	0
MSTRG.36636.1	0.500532	0.500958	0.521434	0.554314	0.58024	0.477944	0.182516243354991	3386	0.064	0
MSTRG.36636.2	0.500532	0.500958	0.521434	0.554314	0.58024	0.477944	0.586894586894587	1053	0.92	1
MSTRG.36640.5	0.518611	0.538255	0.545926	0.565548	0.57738	0.480061	0.466501240694789	1209	0.516	1
MSTRG.36640.6	0.519046	0.539173	0.545511	0.563593	0.576888	0.476192	0.46468085106383	1175	0.538	1
MSTRG.36654.1	0.512621	0.529036	0.5393	0.546742	0.534264	0.465613	0.13762344695763	3139	0.002	0
MSTRG.36659.1	0.515327	0.531925	0.545667	0.576584	0.60313	0.451426	0.339285714285714	1512	0.264	0
MSTRG.36661.1	0.514741	0.532375	0.541383	0.559465	0.553144	0.440636	0.186940298507463	2680	0.002	0
MSTRG.36661.10	0.515392	0.533873	0.543724	0.564682	0.561174	0.449538	0.332415691672402	1453	0.344	0
MSTRG.36661.11	0.515642	0.53421	0.54423	0.564435	0.561529	0.452	0.171151776103337	2787	0.002	0
MSTRG.36661.12	0.515642	0.53421	0.54423	0.564435	0.561529	0.452	0.175755342667649	2714	0.002	0
MSTRG.36661.13	0.515642	0.53421	0.54423	0.564435	0.561529	0.452	0.172763491488591	2761	0.002	0
MSTRG.36661.14	0.515642	0.53421	0.54423	0.564435	0.561529	0.452	0.262231995601979	1819	0.234	0
MSTRG.36661.15	0.516081	0.535066	0.545012	0.565474	0.562982	0.453821	0.200255102040816	2352	0.146	0
MSTRG.36661.16	0.516081	0.535066	0.545012	0.565474	0.562982	0.453821	0.206307490144547	2283	0.176	0
MSTRG.36661.17	0.516081	0.535066	0.545012	0.565474	0.562982	0.453821	0.32617728531856	1444	0.312	0
MSTRG.36661.18	0.516939	0.536904	0.546857	0.568035	0.56496	0.455828	0.163339382940109	2755	0	0
MSTRG.36661.19	0.516939	0.536904	0.546857	0.568035	0.56496	0.455828	0.231362467866324	1945	0.174	0
MSTRG.36661.2	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.164548494983278	2990	0.002	0
MSTRG.36661.20	0.517195	0.537124	0.547409	0.569208	0.566296	0.45895	0.311281337047354	1436	0.19	0
MSTRG.36661.21	0.5173	0.537127	0.547665	0.571542	0.568987	0.463089	0.23993471164309	1838	0.184	0
MSTRG.36661.22	0.5173	0.537127	0.547665	0.571542	0.568987	0.463089	0.305401662049862	1444	0.15	0
MSTRG.36661.3	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.173667490292976	2833	0.004	0
MSTRG.36661.4	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.256383533090151	1919	0.18	0
MSTRG.36661.5	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.17930029154519	2744	0.002	0
MSTRG.36661.6	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.169830859509838	2897	0.002	0
MSTRG.36661.7	0.514679	0.532448	0.542041	0.562084	0.557859	0.446445	0.17956204379562	2740	0.002	0
MSTRG.36661.8	0.515392	0.533873	0.543724	0.564682	0.561174	0.449538	0.1712158808933	2821	0.004	0
MSTRG.36661.9	0.515392	0.533873	0.543724	0.564682	0.561174	0.449538	0.341101694915254	1416	0.334	0
MSTRG.36666.1	0.509675	0.520851	0.543434	0.564717	0.580857	0.537329	0.314465408805031	954	0.484	1
MSTRG.36680.1	0.496276	0.497517	0.47384	0.44018	0.445254	0.397746	0.216630196936543	457	0.056	0
MSTRG.36691.1	0.498095	0.499243	0.514668	0.549519	0.588372	0.4877	0.585454545454545	825	0.886	1
MSTRG.36692.1	0.515067	0.531399	0.544312	0.570049	0.567206	0.419971	0.250452079566004	3318	0.11	0
MSTRG.36692.2	0.515067	0.531399	0.544312	0.570049	0.567206	0.419971	0.281886024423338	2948	0.108	0
MSTRG.36692.3	0.513265	0.52746	0.539793	0.56333	0.563501	0.424525	0.313556398758192	2899	0.206	0
MSTRG.36692.4	0.515231	0.531778	0.543573	0.56567	0.55947	0.424377	0.272093023255814	3010	0.226	0
MSTRG.36692.5	0.512316	0.526184	0.539419	0.564029	0.565276	0.432858	0.503474078033137	1871	0.23	0
MSTRG.36695.1	0.493845	0.487959	0.483732	0.471287	0.496309	0.436831	0.201	1000	0.076	0
MSTRG.36695.2	0.493845	0.487959	0.483732	0.471287	0.496309	0.436831	0.25187969924812	798	0.118	0
MSTRG.36696.1	0.49967	0.502601	0.507172	0.514156	0.534835	0.461179	0.62111801242236	483	0.64	1
MSTRG.36703.1	0.490078	0.477288	0.473509	0.446722	0.440088	0.354909	0.646055437100213	469	0.238	0
MSTRG.36706.1	0.517606	0.537432	0.584208	0.662675	0.729958	0.832298	0.799654576856649	1737	1	1
MSTRG.36709.1	0.51492	0.531729	0.551513	0.597937	0.639468	0.583581	0.339622641509434	1378	0.754	1
MSTRG.36714.1	0.492184	0.485653	0.46845	0.459532	0.438932	0.324304	0.136904761904762	504	0.006	0
MSTRG.36715.1	0.487922	0.476908	0.441217	0.426131	0.400608	0.260595	0.151006711409396	596	0	0
MSTRG.36724.1	0.513972	0.529697	0.542746	0.567562	0.592353	0.48483	0.0850622406639004	2892	0.006	0
MSTRG.36724.2	0.512091	0.527639	0.54997	0.585378	0.60383	0.463651	0.214664310954064	2264	0.14	0
MSTRG.36725.1	0.515854	0.533898	0.54907	0.568811	0.571354	0.440308	0.109883048451356	7781	0.01	0
MSTRG.36725.3	0.51695	0.536493	0.552574	0.575062	0.578474	0.449065	0.101086508045661	7271	0.006	0
MSTRG.36730.1	0.506608	0.51328	0.521347	0.558299	0.599597	0.641388	0.650862068965517	696	0.986	1
MSTRG.36735.1	0.502385	0.501888	0.494785	0.497104	0.479565	0.354204	0.337386018237082	329	0.034	0
MSTRG.36740.1	0.52039	0.540409	0.571719	0.65744	0.724514	0.694027	0.419554455445545	808	0.984	1
MSTRG.36741.1	0.518389	0.535435	0.536139	0.552024	0.580181	0.466586	0.576036866359447	651	0.65	1
MSTRG.36747.1	0.516168	0.53416	0.54025	0.565509	0.56241	0.470729	0.924205378973105	409	0.288	0
MSTRG.36750.1	0.512684	0.528299	0.536065	0.541978	0.55325	0.463979	0.366492146596859	573	0.136	0
MSTRG.36751.1	0.489555	0.474796	0.433898	0.401619	0.387089	0.362967	0.19496855345912	477	0.006	0
MSTRG.36751.2	0.500324	0.498959	0.497189	0.503473	0.502231	0.537268	0.281767955801105	543	0.328	0
MSTRG.36755.1	0.491462	0.481551	0.47486	0.47144	0.488284	0.445316	0.32497149372862	877	0.256	0
MSTRG.36755.2	0.512855	0.527024	0.512972	0.520396	0.539242	0.413155	0.273076923076923	1560	0.362	0
MSTRG.36755.3	0.512855	0.527024	0.512972	0.520396	0.539242	0.413155	0.308472121650978	1381	0.376	0
MSTRG.36755.4	0.512855	0.527024	0.512972	0.520396	0.539242	0.413155	0.309368191721133	1377	0.376	0
MSTRG.3676.1	0.502218	0.507929	0.525651	0.545643	0.568103	0.464928	0.72972972972973	333	0.164	0
MSTRG.36760.1	0.513774	0.527315	0.541589	0.559771	0.578405	0.430653	0.545454545454545	264	0.094	0
MSTRG.36762.1	0.5189	0.539049	0.547433	0.577259	0.589231	0.52703	0.411264612114771	941	0.476	1
MSTRG.36766.1	0.501846	0.505698	0.517354	0.524961	0.54682	0.43683	0.180824222035324	3567	0.002	0
MSTRG.36766.2	0.501846	0.505698	0.517354	0.524961	0.54682	0.43683	0.770609318996416	837	0.56	1
MSTRG.36768.1	0.508531	0.520273	0.509788	0.516935	0.529895	0.385174	0.286806883365201	523	0.072	0
MSTRG.36773.1	0.512003	0.523665	0.522172	0.544899	0.555026	0.460172	0.406584992343032	1306	0.482	1
MSTRG.36773.2	0.512003	0.523665	0.522172	0.544899	0.555026	0.460172	0.504752851711027	1052	0.53	1
MSTRG.36780.1	0.513236	0.527919	0.57275	0.647432	0.712883	0.688628	0.592017738359202	1804	0.992	1
MSTRG.36782.1	0.518868	0.540787	0.546441	0.571166	0.564381	0.467789	0.431564245810056	716	0.388	0
MSTRG.36782.2	0.518868	0.540787	0.546441	0.571166	0.564381	0.467789	0.468181818181818	660	0.468	1
MSTRG.36797.1	0.517007	0.535383	0.557937	0.606694	0.648596	0.60897	0.351351351351351	888	0.722	1
MSTRG.368.1	0.508059	0.518252	0.514401	0.515941	0.482416	0.327874	0.523584905660377	424	0.046	0
MSTRG.368.2	0.505702	0.514189	0.52378	0.536461	0.540735	0.392562	0.784722222222222	432	0.244	0
MSTRG.36801.1	0.50717	0.514396	0.53577	0.572145	0.589747	0.458974	0.598187311178248	662	0.502	1
MSTRG.36802.1	0.499808	0.498476	0.492933	0.470935	0.478661	0.367401	0.0900763358778626	1965	0	0
MSTRG.36803.1	0.50975	0.521582	0.521731	0.541306	0.537597	0.437371	0.757853403141361	764	0.732	1
MSTRG.36810.3	0.513399	0.523326	0.525588	0.545523	0.558501	0.468074	0.33972602739726	1095	0.454	0
MSTRG.36814.1	0.507969	0.514542	0.524517	0.528116	0.492112	0.12336	0.303643724696356	247	0.004	0
MSTRG.36815.1	0.494601	0.488131	0.492278	0.482934	0.456801	0.294899	0.376854599406528	1011	0.016	0
MSTRG.36815.2	0.494601	0.488131	0.492278	0.482934	0.456801	0.294899	0.51278600269179	743	0.012	0
MSTRG.36826.1	0.49494	0.492859	0.5089	0.536697	0.589951	0.668069	0.611866501854141	1618	0.992	1
MSTRG.36826.2	0.493992	0.490454	0.507525	0.532976	0.583937	0.671631	0.650812064965197	1724	0.982	1
MSTRG.36842.1	0.514833	0.532752	0.542277	0.573855	0.588247	0.497399	0.618320610687023	524	0.642	1
MSTRG.36842.2	0.514833	0.532752	0.542277	0.573855	0.588247	0.497399	0.542713567839196	597	0.648	1
MSTRG.36852.1	0.514951	0.531703	0.550177	0.595388	0.62246	0.577541	0.264454976303318	1055	0.406	0
MSTRG.36854.1	0.51418	0.530289	0.545788	0.585367	0.611484	0.568073	0.391691394658754	674	0.594	1
MSTRG.36857.1	0.491713	0.482116	0.478689	0.465505	0.471005	0.307388	0.223325062034739	403	0.012	0
MSTRG.36861.1	0.519445	0.539629	0.534576	0.535163	0.513475	0.414092	0.340399002493766	802	0.092	0
MSTRG.36864.1	0.512967	0.52691	0.514847	0.509475	0.512041	0.377894	0.151221403644824	2579	0	0
MSTRG.36865.1	0.496994	0.495803	0.481619	0.458578	0.356853	0.07781	0.147945205479452	2555	0	0
MSTRG.36865.2	0.512593	0.526997	0.529817	0.554991	0.559464	0.382981	0.225988700564972	1062	0.042	0
MSTRG.36876.1	0.504405	0.509271	0.520783	0.533661	0.54192	0.61461	0.619897959183674	392	0.794	1
MSTRG.36881.4	0.512088	0.526267	0.529324	0.549861	0.560878	0.444195	0.499159663865546	1190	0.572	1
MSTRG.36885.1	0.523712	0.549532	0.556513	0.581968	0.575263	0.45617	0.373134328358209	2613	0.108	0
MSTRG.36888.1	0.500545	0.502263	0.524176	0.539715	0.567378	0.763121	0.566110397946085	779	0.972	1
MSTRG.36889.1	0.521889	0.54348	0.57334	0.604892	0.613668	0.512794	0.589005235602094	1146	0.414	0
MSTRG.36890.1	0.497788	0.495722	0.500253	0.500701	0.474207	0.252518	0.498039215686275	765	0.01	0
MSTRG.36892.1	0.505694	0.51133	0.493825	0.488972	0.471694	0.423304	0.403846153846154	364	0.058	0
MSTRG.36893.1	0.501528	0.503083	0.510842	0.518964	0.508232	0.375512	0.227011494252874	1044	0.05	0
MSTRG.36895.1	0.515647	0.53256	0.540333	0.568086	0.564173	0.463396	0.393712574850299	2004	0.254	0
MSTRG.36896.1	0.4909	0.48072	0.440845	0.411226	0.386309	0.1719	0.223140495867769	242	0	0
MSTRG.36901.1	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.102428722280887	2841	0.002	0
MSTRG.36901.10	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.10164163464897	2863	0.002	0
MSTRG.36901.11	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.149077868852459	1952	0.008	0
MSTRG.36901.2	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.164965986394558	1764	0.012	0
MSTRG.36901.3	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.0879419764279238	3309	0.002	0
MSTRG.36901.4	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.131081081081081	2220	0.004	0
MSTRG.36901.5	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.171985815602837	1692	0.008	0
MSTRG.36901.6	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.163483146067416	1780	0.008	0
MSTRG.36901.7	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.111622554660529	2607	0.002	0
MSTRG.36901.8	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.133180778032037	2185	0.006	0
MSTRG.36901.9	0.515028	0.531478	0.530223	0.550271	0.5649	0.443016	0.111238532110092	2616	0.002	0
MSTRG.36916.1	0.512372	0.5262	0.534492	0.560273	0.583104	0.492895	0.945205479452055	584	0.65	1
MSTRG.36920.1	0.509353	0.521661	0.541559	0.559519	0.599592	0.732335	0.706329113924051	395	0.91	1
MSTRG.36921.1	0.51657	0.533771	0.538932	0.567547	0.574871	0.520209	0.877358490566038	424	0.526	1
MSTRG.36930.1	0.519526	0.54194	0.586121	0.670553	0.738266	0.676089	0.49546279491833	551	0.992	1
MSTRG.36940.1	0.513619	0.528501	0.560777	0.596126	0.611944	0.539269	0.172440338722094	3897	0.018	0
MSTRG.36941.1	0.483769	0.460124	0.452167	0.453085	0.436467	0.341086	0.224806201550388	387	0.014	0
MSTRG.36946.1	0.502235	0.505876	0.539955	0.581437	0.625996	0.618305	0.538241601143674	1399	1	1
MSTRG.3695.1	0.50118	0.50675	0.480949	0.482386	0.484869	0.449336	0.38671875	256	0.03	0
MSTRG.36955.10	0.511024	0.523328	0.531718	0.548529	0.569313	0.745428	0.67948717948718	468	0.976	1
MSTRG.36961.1	0.504409	0.511265	0.52074	0.539417	0.555906	0.474197	0.272058823529412	1224	0.242	0
MSTRG.36961.2	0.504409	0.511265	0.52074	0.539417	0.555906	0.474197	0.403147699757869	826	0.638	1
MSTRG.36964.1	0.517252	0.537229	0.546827	0.574334	0.582804	0.450527	0.28852119958635	967	0.144	0
MSTRG.36992.1	0.503292	0.508952	0.51649	0.518603	0.525371	0.457727	0.202643171806167	681	0.016	0
MSTRG.3700.1	0.502754	0.509605	0.508001	0.493327	0.503838	0.395997	0.48471615720524	229	0.052	0
MSTRG.37003.1	0.501401	0.506051	0.510502	0.497984	0.48455	0.429804	0.110091743119266	1526	0.006	0
MSTRG.3701.1	0.515554	0.532176	0.533721	0.561258	0.580654	0.494149	0.233108108108108	1184	0.184	0
MSTRG.37012.1	0.517044	0.534792	0.533793	0.54807	0.553897	0.461687	0.326599326599327	891	0.218	0
MSTRG.37013.1	0.516551	0.535367	0.566283	0.608921	0.643178	0.566891	0.75414364640884	362	0.466	1
MSTRG.37043.5	0.506271	0.513579	0.511228	0.529285	0.516796	0.46871	0.214002642007926	757	0.072	0
MSTRG.37043.7	0.506271	0.513579	0.511228	0.529285	0.516796	0.46871	0.222222222222222	729	0.082	0
MSTRG.37044.1	0.521466	0.545589	0.532102	0.53585	0.524397	0.359554	0.273529411764706	340	0.068	0
MSTRG.37056.1	0.478033	0.451515	0.47021	0.432818	0.397185	0.317759	0.228699551569507	446	0.006	0
MSTRG.37057.1	0.494079	0.4871	0.481552	0.491204	0.5326	0.843911	0.321290322580645	775	0.82	1
MSTRG.37076.1	0.514383	0.528321	0.530791	0.56473	0.593898	0.483134	0.290322580645161	868	0.334	0
MSTRG.37087.1	0.510548	0.520234	0.486761	0.464276	0.472668	0.392891	0.157001414427157	707	0.018	0
MSTRG.37089.1	0.516314	0.534754	0.542085	0.555171	0.555652	0.481818	0.882352941176471	442	0.418	0
MSTRG.37090.1	0.502924	0.508934	0.50995	0.514162	0.502536	0.451689	0.854974704890388	593	0.586	1
MSTRG.37113.1	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.179408543263965	4565	0	0
MSTRG.37113.2	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.191578947368421	4275	0.002	0
MSTRG.37113.3	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.192163303613327	4262	0.002	0
MSTRG.37113.4	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.186051794638801	4402	0	0
MSTRG.37113.5	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.203731343283582	4020	0.072	0
MSTRG.37113.6	0.519436	0.540154	0.548007	0.560452	0.552216	0.352102	0.185126582278481	4424	0	0
MSTRG.37116.1	0.496202	0.492076	0.470425	0.475017	0.484024	0.339689	0.066213921901528	2356	0	0
MSTRG.37116.2	0.496202	0.492076	0.470425	0.475017	0.484024	0.339689	0.0841423948220065	1854	0.002	0
MSTRG.37116.3	0.494609	0.490317	0.492097	0.487207	0.510967	0.597207	0.0457885811192764	3538	0.098	0
MSTRG.37116.4	0.494609	0.490317	0.492097	0.487207	0.510967	0.597207	0.0558813383925492	2899	0.08	0
MSTRG.37116.5	0.492342	0.484641	0.475991	0.46018	0.444752	0.350995	0.101052631578947	1900	0.002	0
MSTRG.37116.6	0.50037	0.501802	0.488236	0.478569	0.458389	0.370775	0.0823653643083421	2841	0	0
MSTRG.37116.7	0.496899	0.494093	0.49127	0.497657	0.539696	0.603355	0.0580832526621491	2066	0.05	0
MSTRG.37116.8	0.496202	0.492076	0.470425	0.475017	0.484024	0.339689	0.0864265927977839	1805	0.002	0
MSTRG.3713.1	0.518626	0.538962	0.537898	0.562281	0.557791	0.43349	0.401574803149606	1016	0.226	0
MSTRG.3713.2	0.518626	0.538962	0.537898	0.562281	0.557791	0.43349	0.370235934664247	1102	0.15	0
MSTRG.3713.3	0.516008	0.530851	0.533452	0.553138	0.556339	0.437155	0.354679802955665	1827	0.086	0
MSTRG.3713.4	0.516008	0.530851	0.533452	0.553138	0.556339	0.437155	0.396330275229358	1635	0.182	0
MSTRG.37137.1	0.506454	0.511733	0.528284	0.537854	0.518362	0.369896	0.911660777385159	283	0.056	0
MSTRG.37147.1	0.510859	0.527058	0.524742	0.537205	0.503114	0.41837	0.165298944900352	853	0.01	0
MSTRG.37148.1	0.511805	0.524981	0.535188	0.566463	0.57218	0.504237	0.436311787072243	1052	0.656	1
MSTRG.37148.2	0.512052	0.52602	0.525999	0.556002	0.571638	0.510914	0.531914893617021	846	0.816	1
MSTRG.37149.1	0.511362	0.524151	0.534961	0.562714	0.582878	0.488086	0.485915492957746	1278	0.732	1
MSTRG.37149.10	0.512119	0.525527	0.532364	0.557427	0.57386	0.471275	0.618525896414343	1004	0.742	1
MSTRG.37149.2	0.511986	0.525663	0.526173	0.555003	0.570749	0.512372	0.375280898876404	1335	0.662	1
MSTRG.37149.3	0.511986	0.525663	0.526173	0.555003	0.570749	0.512372	0.394177812745869	1271	0.68	1
MSTRG.37149.4	0.512061	0.525779	0.527406	0.55731	0.574268	0.521899	0.382641509433962	1325	0.702	1
MSTRG.37149.5	0.511362	0.524151	0.534961	0.562714	0.582878	0.488086	0.482517482517482	1287	0.728	1
MSTRG.37149.6	0.511362	0.524151	0.534961	0.562714	0.582878	0.488086	0.247904191616766	2505	0.546	1
MSTRG.37149.7	0.511986	0.525663	0.526173	0.555003	0.570749	0.512372	0.397619047619048	1260	0.692	1
MSTRG.37149.8	0.511429	0.524259	0.535013	0.562618	0.584087	0.489788	0.210543989254533	2978	0.496	1
MSTRG.37149.9	0.512061	0.525779	0.527406	0.55731	0.574268	0.521899	0.16950852557673	2991	0.01	0
MSTRG.37152.1	0.518133	0.536881	0.542479	0.572331	0.590397	0.502456	0.383747178329571	1329	0.434	0
MSTRG.37152.2	0.518465	0.538307	0.544705	0.581009	0.591489	0.512414	0.336290322580645	1240	0.594	1
MSTRG.37156.1	0.506538	0.515077	0.503224	0.494511	0.47547	0.298732	0.991803278688525	366	0.074	0
MSTRG.37167.1	0.505772	0.512696	0.514336	0.499244	0.490024	0.38356	0.316651501364877	1099	0.108	0
MSTRG.3717.1	0.515441	0.532232	0.557021	0.599662	0.602379	0.486591	0.988636363636364	264	0.238	0
MSTRG.37171.1	0.500329	0.501273	0.497919	0.49408	0.497668	0.397261	0.731404958677686	726	0.604	1
MSTRG.37172.8	0.495058	0.49058	0.499237	0.523003	0.576607	0.715433	0.446808510638298	564	0.932	1
MSTRG.37173.1	0.506281	0.512148	0.525722	0.539315	0.543379	0.419426	0.193589202867988	2371	0.004	0
MSTRG.37178.1	0.516105	0.53525	0.586355	0.678466	0.750346	0.879423	0.516621253405995	1835	1	1
MSTRG.37196.1	0.497856	0.496873	0.511767	0.534786	0.570894	0.515221	0.82002457002457	3256	1	1
MSTRG.37198.1	0.489859	0.476109	0.444779	0.40832	0.390045	0.339232	0.0732079308591764	1967	0	0
MSTRG.37199.1	0.489594	0.478549	0.481781	0.445746	0.43927	0.264626	0.139308855291577	926	0	0
MSTRG.37199.2	0.489594	0.478549	0.481781	0.445746	0.43927	0.264626	0.146924829157175	878	0	0
MSTRG.37208.1	0.494519	0.48634	0.482216	0.480746	0.482957	0.392848	0.246710526315789	608	0.042	0
MSTRG.37211.1	0.513989	0.53056	0.53157	0.549049	0.545238	0.435586	0.67910447761194	402	0.198	0
MSTRG.37215.1	0.495005	0.4878	0.494224	0.505739	0.53147	0.605537	0.511363636363636	440	0.814	1
MSTRG.3722.1	0.501282	0.503012	0.478991	0.475539	0.481589	0.430696	0.502702702702703	370	0.058	0
MSTRG.37230.1	0.518777	0.537965	0.541038	0.579055	0.590884	0.398178	0.419664268585132	1251	0.078	0
MSTRG.37236.1	0.5061	0.511545	0.511239	0.532721	0.548474	0.459502	0.617224880382775	418	0.378	0
MSTRG.37247.1	0.494318	0.48867	0.493457	0.500776	0.516156	0.433459	0.367884750527055	2846	0.508	1
MSTRG.37266.1	0.519776	0.536706	0.545691	0.559852	0.56256	0.482626	0.21020563594821	1313	0.1	0
MSTRG.37266.2	0.519776	0.536706	0.545691	0.559852	0.56256	0.482626	0.206432311144353	1337	0.104	0
MSTRG.37267.1	0.523585	0.547449	0.557604	0.578503	0.573218	0.416459	0.93167701863354	322	0.04	0
MSTRG.37267.2	0.524651	0.548785	0.561893	0.583917	0.575096	0.417558	0.926910299003322	301	0.03	0
MSTRG.3727.1	0.487958	0.470175	0.487434	0.476049	0.50134	0.302215	0.184542586750789	634	0.006	0
MSTRG.37272.1	0.505441	0.513079	0.509345	0.521125	0.547139	0.435225	0.578034682080925	519	0.6	1
MSTRG.37283.1	0.50573	0.512352	0.511144	0.513647	0.506089	0.420393	0.418984280532044	1654	0.41	0
MSTRG.37283.2	0.510748	0.5223	0.521082	0.527316	0.515806	0.438619	0.907185628742515	668	0.554	1
MSTRG.37283.3	0.509137	0.519456	0.516304	0.523064	0.513983	0.441637	0.852724594992636	679	0.604	1
MSTRG.37287.1	0.504419	0.508892	0.517799	0.534143	0.552668	0.421849	0.108733172247152	2897	0.006	0
MSTRG.37287.10	0.503492	0.507326	0.530962	0.552441	0.579937	0.488775	0.111474071049408	2449	0.01	0
MSTRG.37287.2	0.504419	0.508892	0.517799	0.534143	0.552668	0.421849	0.12280701754386	2565	0.002	0
MSTRG.37287.3	0.503492	0.507326	0.530962	0.552441	0.579937	0.488775	0.137048192771084	1992	0.016	0
MSTRG.37287.4	0.504419	0.508892	0.517799	0.534143	0.552668	0.421849	0.246865203761755	1276	0.184	0
MSTRG.37287.5	0.503492	0.507326	0.530962	0.552441	0.579937	0.488775	0.140287769784173	1946	0.016	0
MSTRG.37287.6	0.503492	0.507326	0.530962	0.552441	0.579937	0.488775	0.0958904109589041	2847	0.018	0
MSTRG.37287.7	0.503492	0.507326	0.530962	0.552441	0.579937	0.488775	0.117875647668394	2316	0.014	0
MSTRG.37287.8	0.504419	0.508892	0.517799	0.534143	0.552668	0.421849	0.162538699690402	1938	0.002	0
MSTRG.37287.9	0.504419	0.508892	0.517799	0.534143	0.552668	0.421849	0.135893011216566	2318	0.002	0
MSTRG.37288.1	0.489698	0.478609	0.454403	0.423298	0.364919	0.228349	0.25	216	0	0
MSTRG.37293.1	0.507378	0.514931	0.515434	0.48966	0.466852	0.247587	0.755725190839695	262	0.006	0
MSTRG.37296.1	0.502417	0.505866	0.496867	0.495652	0.479125	0.374399	0.533466533466533	1001	0.368	0
MSTRG.37313.1	0.516474	0.533319	0.54233	0.559802	0.535717	0.374888	0.0888324873096447	1182	0	0
MSTRG.37316.1	0.50862	0.517585	0.511882	0.517524	0.505824	0.360931	0.0610573343261355	4029	0	0
MSTRG.37316.2	0.50862	0.517585	0.511882	0.517524	0.505824	0.360931	0.109479305740988	2247	0	0
MSTRG.37316.3	0.50862	0.517585	0.511882	0.517524	0.505824	0.360931	0.109090909090909	2255	0	0
MSTRG.37317.1	0.518755	0.539427	0.537899	0.552359	0.536068	0.438391	0.180805267156242	3949	0.004	0
MSTRG.37317.2	0.517436	0.536986	0.535211	0.544921	0.531948	0.439343	0.300157977883096	1899	0.158	0
MSTRG.37317.3	0.517788	0.537652	0.557976	0.588336	0.588157	0.474447	0.444027047332832	1331	0.236	0
MSTRG.3732.1	0.49888	0.499796	0.510787	0.544335	0.587161	0.485167	0.725925925925926	405	0.372	0
MSTRG.37323.1	0.500402	0.503156	0.516995	0.543114	0.564851	0.56639	0.418181818181818	825	0.94	1
MSTRG.37345.1	0.517501	0.536822	0.533633	0.552562	0.545019	0.437582	0.309506263817244	1357	0.286	0
MSTRG.37348.1	0.511162	0.527344	0.540528	0.571931	0.584593	0.49733	0.329596412556054	892	0.384	0
MSTRG.37353.1	0.512527	0.525017	0.512358	0.496148	0.483223	0.411183	0.744827586206897	725	0.346	0
MSTRG.37365.1	0.508808	0.515737	0.53035	0.540882	0.549468	0.454989	0.182357301704967	1349	0.008	0
MSTRG.37367.1	0.500108	0.49965	0.475076	0.472119	0.484593	0.183286	0.388888888888889	378	0.03	0
MSTRG.37369.1	0.506588	0.511838	0.525326	0.535116	0.553396	0.361033	0.348575712143928	1334	0.116	0
MSTRG.3737.1	0.516542	0.532001	0.535021	0.556367	0.564249	0.439649	0.282646801051709	2282	0.186	0
MSTRG.3737.2	0.516542	0.532001	0.535021	0.556367	0.564249	0.439649	0.272496831432193	2367	0.232	0
MSTRG.3737.3	0.518466	0.538647	0.537492	0.561424	0.556944	0.429198	0.277017783857729	1462	0.104	0
MSTRG.3737.4	0.518466	0.538647	0.537492	0.561424	0.556944	0.429198	0.198919449901768	2036	0.014	0
MSTRG.3737.5	0.518661	0.539284	0.537308	0.559494	0.557594	0.438705	0.299542682926829	1312	0.142	0
