              Seq predicted  prediction
    MSTRG.52707.1  1:lncRNA       0.782
    MSTRG.52707.2  1:lncRNA       0.782
    MSTRG.52707.3  1:lncRNA       0.782
    MSTRG.52708.1  1:lncRNA       0.782
    MSTRG.52709.1    2:mRNA       1.000
    MSTRG.52715.1    2:mRNA       1.000
    MSTRG.52715.2    2:mRNA       1.000
    MSTRG.52715.4    2:mRNA       1.000
    MSTRG.52715.5    2:mRNA       1.000
    MSTRG.52715.3    2:mRNA       1.000
    MSTRG.52715.6    2:mRNA       1.000
    MSTRG.52715.7    2:mRNA       1.000
    MSTRG.52715.8    2:mRNA       1.000
    MSTRG.52717.1  1:lncRNA       0.863
    MSTRG.52718.1  1:lncRNA       0.863
    MSTRG.52725.1  1:lncRNA       0.863
    MSTRG.52731.1  1:lncRNA       0.863
    MSTRG.52750.1    2:mRNA       1.000
    MSTRG.52752.1  1:lncRNA       0.852
    MSTRG.52766.1  1:lncRNA       0.852
    MSTRG.52787.1  1:lncRNA       0.782
    MSTRG.52791.1  1:lncRNA       0.852
    MSTRG.52791.2  1:lncRNA       0.852
    MSTRG.52791.3  1:lncRNA       0.852
    MSTRG.52797.1  1:lncRNA       0.863
    MSTRG.52800.1  1:lncRNA       0.863
    MSTRG.52802.1  1:lncRNA       0.852
    MSTRG.52816.1  1:lncRNA       0.863
    MSTRG.52817.1  1:lncRNA       0.863
    MSTRG.52832.1  1:lncRNA       0.782
    MSTRG.52832.2  1:lncRNA       0.852
    MSTRG.52834.1  1:lncRNA       0.863
    MSTRG.52844.1  1:lncRNA       0.863
    MSTRG.52843.5  1:lncRNA       0.852
    MSTRG.52847.1  1:lncRNA       0.863
    MSTRG.52850.1    2:mRNA       1.000
    MSTRG.52853.1  1:lncRNA       0.852
    MSTRG.52854.1    2:mRNA       1.000
    MSTRG.52854.2    2:mRNA       1.000
    MSTRG.52860.1  1:lncRNA       0.863
    MSTRG.52876.1  1:lncRNA       0.852
    MSTRG.52879.1  1:lncRNA       0.782
    MSTRG.52879.2  1:lncRNA       0.852
    MSTRG.52879.4  1:lncRNA       0.852
    MSTRG.52879.3  1:lncRNA       0.782
    MSTRG.52879.5  1:lncRNA       0.782
    MSTRG.52886.1  1:lncRNA       0.852
    MSTRG.52889.1  1:lncRNA       0.782
    MSTRG.52889.2  1:lncRNA       0.782
    MSTRG.52916.1  1:lncRNA       0.782
    MSTRG.52917.1  1:lncRNA       0.852
    MSTRG.52918.1  1:lncRNA       0.697
    MSTRG.52925.1  1:lncRNA       0.863
    MSTRG.52926.1  1:lncRNA       0.863
    MSTRG.52927.1  1:lncRNA       0.863
    MSTRG.52928.1  1:lncRNA       0.863
    MSTRG.52930.1  1:lncRNA       0.852
    MSTRG.52931.1  1:lncRNA       0.863
    MSTRG.52937.1  1:lncRNA       0.852
    MSTRG.52944.1  1:lncRNA       0.863
    MSTRG.52946.1  1:lncRNA       0.852
    MSTRG.52948.1  1:lncRNA       0.782
    MSTRG.52949.1  1:lncRNA       0.852
    MSTRG.52950.1  1:lncRNA       0.852
    MSTRG.52951.1  1:lncRNA       0.863
    MSTRG.52960.1  1:lncRNA       0.863
    MSTRG.52961.1  1:lncRNA       0.852
    MSTRG.52961.2  1:lncRNA       0.863
    MSTRG.52969.1  1:lncRNA       0.863
    MSTRG.52982.1  1:lncRNA       0.863
    MSTRG.52994.1  1:lncRNA       0.863
    MSTRG.52994.2  1:lncRNA       0.852
    MSTRG.52994.3    2:mRNA       1.000
    MSTRG.52997.1    2:mRNA       1.000
    MSTRG.52997.2  1:lncRNA       0.852
    MSTRG.52999.1  1:lncRNA       0.852
    MSTRG.53000.1    2:mRNA       1.000
    MSTRG.53007.1  1:lncRNA       0.863
    MSTRG.53013.1  1:lncRNA       0.852
    MSTRG.53013.2  1:lncRNA       0.852
    MSTRG.53019.1  1:lncRNA       0.852
    MSTRG.53019.2  1:lncRNA       0.697
    MSTRG.53021.1    2:mRNA       1.000
    MSTRG.53050.1  1:lncRNA       0.697
    MSTRG.53050.2  1:lncRNA       0.852
    MSTRG.53054.1  1:lncRNA       0.852
    MSTRG.53054.2  1:lncRNA       0.852
    MSTRG.53058.1  1:lncRNA       0.852
    MSTRG.53065.1  1:lncRNA       0.852
    MSTRG.53065.2  1:lncRNA       0.852
    MSTRG.53065.3  1:lncRNA       0.852
    MSTRG.53068.1    2:mRNA       1.000
    MSTRG.53068.2    2:mRNA       1.000
    MSTRG.53068.3    2:mRNA       1.000
    MSTRG.53068.4    2:mRNA       1.000
    MSTRG.53068.5    2:mRNA       1.000
    MSTRG.53068.6  1:lncRNA       0.852
    MSTRG.53069.1  1:lncRNA       0.852
    MSTRG.53074.1  1:lncRNA       0.852
    MSTRG.53075.1  1:lncRNA       0.852
    MSTRG.53081.1  1:lncRNA       0.852
    MSTRG.53082.1  1:lncRNA       0.852
    MSTRG.53102.1  1:lncRNA       0.852
    MSTRG.53103.1  1:lncRNA       0.863
    MSTRG.53132.1    2:mRNA       1.000
    MSTRG.53134.1  1:lncRNA       0.863
    MSTRG.53143.1    2:mRNA       1.000
    MSTRG.53145.1  1:lncRNA       0.863
    MSTRG.53146.1  1:lncRNA       0.929
    MSTRG.53150.1  1:lncRNA       0.863
    MSTRG.53152.1  1:lncRNA       0.852
    MSTRG.53154.1  1:lncRNA       0.852
    MSTRG.53158.1  1:lncRNA       0.863
    MSTRG.53174.1  1:lncRNA       0.852
    MSTRG.53181.1  1:lncRNA       0.825
    MSTRG.53181.2  1:lncRNA       0.825
    MSTRG.53181.3  1:lncRNA       0.825
    MSTRG.53181.4  1:lncRNA       0.852
    MSTRG.53186.1  1:lncRNA       0.852
    MSTRG.53190.1  1:lncRNA       0.852
    MSTRG.53190.2  1:lncRNA       0.852
    MSTRG.53190.3  1:lncRNA       0.852
    MSTRG.53190.4  1:lncRNA       0.852
    MSTRG.53190.5  1:lncRNA       0.852
    MSTRG.53190.6  1:lncRNA       0.852
    MSTRG.53215.1  1:lncRNA       0.863
    MSTRG.53230.1  1:lncRNA       0.863
    MSTRG.53232.1  1:lncRNA       0.863
    MSTRG.53239.1    2:mRNA       1.000
    MSTRG.53241.1  1:lncRNA       0.863
    MSTRG.53245.1  1:lncRNA       0.852
    MSTRG.53246.1  1:lncRNA       0.852
    MSTRG.53247.1  1:lncRNA       0.863
    MSTRG.53248.1  1:lncRNA       0.825
    MSTRG.53248.2  1:lncRNA       0.760
   MSTRG.53254.11    2:mRNA       0.596
    MSTRG.53259.1    2:mRNA       1.000
    MSTRG.53261.1  1:lncRNA       0.863
    MSTRG.53266.1  1:lncRNA       0.852
    MSTRG.53266.2  1:lncRNA       0.852
    MSTRG.53266.3  1:lncRNA       0.852
    MSTRG.53266.4  1:lncRNA       0.852
    MSTRG.53266.5  1:lncRNA       0.852
    MSTRG.53266.6  1:lncRNA       0.852
    MSTRG.53266.7  1:lncRNA       0.852
    MSTRG.53266.8  1:lncRNA       0.852
    MSTRG.53266.9  1:lncRNA       0.852
    MSTRG.53269.1    2:mRNA       1.000
    MSTRG.53269.2    2:mRNA       1.000
    MSTRG.53271.1  1:lncRNA       0.852
    MSTRG.53274.1  1:lncRNA       0.863
    MSTRG.53280.1  1:lncRNA       0.852
    MSTRG.53283.1  1:lncRNA       0.863
    MSTRG.53290.1  1:lncRNA       0.863
    MSTRG.53296.1  1:lncRNA       0.852
    MSTRG.53296.2  1:lncRNA       0.852
    MSTRG.53296.3    2:mRNA       0.596
    MSTRG.53310.1  1:lncRNA       0.852
    MSTRG.53312.1  1:lncRNA       0.863
    MSTRG.53312.2  1:lncRNA       0.863
    MSTRG.53313.1  1:lncRNA       0.852
    MSTRG.53327.1    2:mRNA       0.596
    MSTRG.53375.1    2:mRNA       1.000
    MSTRG.53379.1  1:lncRNA       0.852
    MSTRG.53380.1  1:lncRNA       0.852
    MSTRG.53380.2  1:lncRNA       0.852
    MSTRG.53385.1  1:lncRNA       0.863
    MSTRG.53403.1  1:lncRNA       0.863
    MSTRG.53406.1    2:mRNA       1.000
    MSTRG.53407.1  1:lncRNA       0.863
    MSTRG.53426.1  1:lncRNA       0.825
    MSTRG.53428.1  1:lncRNA       0.852
    MSTRG.53428.3  1:lncRNA       0.852
    MSTRG.53428.2    2:mRNA       0.596
    MSTRG.53428.4  1:lncRNA       0.852
    MSTRG.53428.5    2:mRNA       0.596
    MSTRG.53428.6  1:lncRNA       0.852
    MSTRG.53428.7    2:mRNA       0.596
    MSTRG.53428.8    2:mRNA       0.596
    MSTRG.53431.1  1:lncRNA       0.863
    MSTRG.53434.1  1:lncRNA       0.863
    MSTRG.53445.1  1:lncRNA       0.863
    MSTRG.53476.1  1:lncRNA       0.852
    MSTRG.53476.2  1:lncRNA       0.852
    MSTRG.53478.1  1:lncRNA       0.782
    MSTRG.53484.1  1:lncRNA       0.852
    MSTRG.53502.1  1:lncRNA       0.852
    MSTRG.53502.2  1:lncRNA       0.852
    MSTRG.53503.1    2:mRNA       1.000
    MSTRG.53504.1  1:lncRNA       0.852
    MSTRG.53506.1  1:lncRNA       0.852
    MSTRG.53508.1  1:lncRNA       0.852
    MSTRG.53509.1  1:lncRNA       0.825
    MSTRG.53509.2  1:lncRNA       0.825
    MSTRG.53509.3  1:lncRNA       0.825
    MSTRG.53514.1  1:lncRNA       0.863
    MSTRG.53516.1  1:lncRNA       0.863
    MSTRG.53518.1    2:mRNA       1.000
    MSTRG.53518.2    2:mRNA       1.000
    MSTRG.53518.3    2:mRNA       1.000
    MSTRG.53518.4    2:mRNA       0.596
    MSTRG.53519.1    2:mRNA       1.000
    MSTRG.53538.1  1:lncRNA       0.863
    MSTRG.53539.1  1:lncRNA       0.863
    MSTRG.53544.1    2:mRNA       0.596
    MSTRG.53544.4    2:mRNA       0.596
    MSTRG.53544.2  1:lncRNA       0.782
    MSTRG.53544.3  1:lncRNA       0.782
    MSTRG.53546.1  1:lncRNA       0.852
    MSTRG.53554.1    2:mRNA       0.596
    MSTRG.53554.2    2:mRNA       0.596
    MSTRG.53554.3  1:lncRNA       0.852
    MSTRG.53581.1  1:lncRNA       0.852
    MSTRG.53582.1  1:lncRNA       0.852
    MSTRG.53594.1  1:lncRNA       0.782
    MSTRG.53595.1    2:mRNA       1.000
    MSTRG.53597.1  1:lncRNA       0.863
    MSTRG.53608.1  1:lncRNA       0.863
    MSTRG.53611.1  1:lncRNA       0.863
    MSTRG.53613.1  1:lncRNA       0.863
    MSTRG.53621.1  1:lncRNA       0.852
    MSTRG.53621.2  1:lncRNA       0.852
    MSTRG.53623.1    2:mRNA       1.000
    MSTRG.53629.1  1:lncRNA       0.863
    MSTRG.53638.1    2:mRNA       1.000
    MSTRG.53638.2    2:mRNA       1.000
    MSTRG.53647.1  1:lncRNA       0.852
    MSTRG.53652.3    2:mRNA       1.000
    MSTRG.53653.1  1:lncRNA       0.863
    MSTRG.53654.1  1:lncRNA       0.852
    MSTRG.53684.1    2:mRNA       1.000
    MSTRG.53684.2    2:mRNA       1.000
    MSTRG.53684.3    2:mRNA       1.000
    MSTRG.53684.4    2:mRNA       1.000
    MSTRG.53684.5  1:lncRNA       0.782
    MSTRG.53684.6    2:mRNA       1.000
    MSTRG.53689.4  1:lncRNA       0.863
    MSTRG.53691.1  1:lncRNA       0.863
    MSTRG.53692.1    2:mRNA       1.000
    MSTRG.53692.2    2:mRNA       1.000
    MSTRG.53692.3    2:mRNA       1.000
    MSTRG.53692.4    2:mRNA       1.000
    MSTRG.53692.5    2:mRNA       1.000
    MSTRG.53715.1  1:lncRNA       0.782
    MSTRG.53718.1  1:lncRNA       0.863
    MSTRG.53728.1  1:lncRNA       0.852
    MSTRG.53738.1  1:lncRNA       0.852
    MSTRG.53738.2  1:lncRNA       0.863
    MSTRG.53748.1  1:lncRNA       0.852
    MSTRG.53769.1  1:lncRNA       0.863
    MSTRG.53774.1    2:mRNA       0.596
    MSTRG.53783.1  1:lncRNA       0.852
    MSTRG.53787.1  1:lncRNA       0.863
    MSTRG.53804.4  1:lncRNA       0.863
    MSTRG.53810.1  1:lncRNA       0.782
    MSTRG.53814.1  1:lncRNA       0.852
    MSTRG.53814.2  1:lncRNA       0.863
    MSTRG.53856.1    2:mRNA       1.000
    MSTRG.53870.1    2:mRNA       1.000
    MSTRG.53870.2  1:lncRNA       0.782
    MSTRG.53871.1  1:lncRNA       0.863
    MSTRG.53872.1  1:lncRNA       0.852
    MSTRG.53878.1  1:lncRNA       0.863
    MSTRG.53883.1  1:lncRNA       0.863
    MSTRG.53885.1    2:mRNA       0.596
    MSTRG.53885.2    2:mRNA       0.596
    MSTRG.53891.1  1:lncRNA       0.852
    MSTRG.53894.1    2:mRNA       1.000
    MSTRG.53894.2  1:lncRNA       0.863
    MSTRG.53909.1  1:lncRNA       0.852
    MSTRG.53916.1    2:mRNA       1.000
    MSTRG.53935.1  1:lncRNA       0.863
    MSTRG.53937.1  1:lncRNA       0.852
    MSTRG.53937.2  1:lncRNA       0.852
    MSTRG.53945.1  1:lncRNA       0.782
    MSTRG.53949.2  1:lncRNA       0.852
    MSTRG.53956.1  1:lncRNA       0.825
    MSTRG.53959.1  1:lncRNA       0.852
    MSTRG.53981.1  1:lncRNA       0.825
    MSTRG.53981.2  1:lncRNA       0.825
    MSTRG.53981.3  1:lncRNA       0.852
    MSTRG.53981.4  1:lncRNA       0.825
    MSTRG.53996.1  1:lncRNA       0.863
    MSTRG.53996.2    2:mRNA       1.000
    MSTRG.53999.1  1:lncRNA       0.782
    MSTRG.54004.1  1:lncRNA       0.782
    MSTRG.54009.1  1:lncRNA       0.782
    MSTRG.54011.1  1:lncRNA       0.863
    MSTRG.54012.1  1:lncRNA       0.852
    MSTRG.54013.1  1:lncRNA       0.863
    MSTRG.54016.1  1:lncRNA       0.782
    MSTRG.54020.1    2:mRNA       1.000
    MSTRG.54026.1  1:lncRNA       0.852
    MSTRG.54032.1    2:mRNA       1.000
    MSTRG.54042.1    2:mRNA       1.000
    MSTRG.54061.1  1:lncRNA       0.863
    MSTRG.54062.1    2:mRNA       1.000
    MSTRG.54073.1  1:lncRNA       0.863
    MSTRG.54074.1  1:lncRNA       0.825
    MSTRG.54078.1  1:lncRNA       0.863
    MSTRG.54093.1  1:lncRNA       0.863
    MSTRG.54095.1  1:lncRNA       0.782
    MSTRG.54096.1  1:lncRNA       0.863
    MSTRG.54107.1  1:lncRNA       0.863
    MSTRG.54108.1  1:lncRNA       0.852
    MSTRG.54129.1  1:lncRNA       0.863
    MSTRG.54130.1    2:mRNA       1.000
    MSTRG.54142.1  1:lncRNA       0.863
    MSTRG.54149.1  1:lncRNA       0.852
    MSTRG.54150.1  1:lncRNA       0.782
    MSTRG.54152.1  1:lncRNA       0.863
    MSTRG.54158.1  1:lncRNA       0.852
    MSTRG.54185.1  1:lncRNA       0.782
    MSTRG.54193.1  1:lncRNA       0.863
    MSTRG.54194.1  1:lncRNA       0.863
    MSTRG.54203.1  1:lncRNA       0.697
    MSTRG.54203.2  1:lncRNA       0.697
    MSTRG.54203.3  1:lncRNA       0.852
    MSTRG.54203.4  1:lncRNA       0.697
    MSTRG.54203.5  1:lncRNA       0.852
    MSTRG.54223.1    2:mRNA       1.000
    MSTRG.54256.1  1:lncRNA       0.852
    MSTRG.54269.1  1:lncRNA       0.852
    MSTRG.54269.2  1:lncRNA       0.852
    MSTRG.54278.1    2:mRNA       1.000
    MSTRG.54291.1  1:lncRNA       0.852
    MSTRG.54293.3    2:mRNA       1.000
    MSTRG.54293.5  1:lncRNA       0.697
    MSTRG.54293.6  1:lncRNA       0.697
    MSTRG.54293.7  1:lncRNA       0.697
    MSTRG.54293.8  1:lncRNA       0.697
    MSTRG.54294.1  1:lncRNA       0.863
    MSTRG.54295.1    2:mRNA       1.000
    MSTRG.54295.2    2:mRNA       1.000
    MSTRG.54295.3    2:mRNA       1.000
    MSTRG.54295.4    2:mRNA       1.000
    MSTRG.54295.5    2:mRNA       1.000
    MSTRG.54295.6    2:mRNA       1.000
    MSTRG.54295.7    2:mRNA       1.000
    MSTRG.54295.8    2:mRNA       1.000
    MSTRG.54296.1  1:lncRNA       0.852
    MSTRG.54296.2    2:mRNA       1.000
    MSTRG.54304.1  1:lncRNA       0.852
    MSTRG.54324.1  1:lncRNA       0.863
    MSTRG.54325.1    2:mRNA       1.000
    MSTRG.54332.1  1:lncRNA       0.863
    MSTRG.54333.1  1:lncRNA       0.852
    MSTRG.54333.2  1:lncRNA       0.852
    MSTRG.54335.1  1:lncRNA       0.863
    MSTRG.54351.1  1:lncRNA       0.852
    MSTRG.54353.1  1:lncRNA       0.863
    MSTRG.54357.1  1:lncRNA       0.782
    MSTRG.54371.1  1:lncRNA       0.863
    MSTRG.54380.1  1:lncRNA       0.782
    MSTRG.54380.2  1:lncRNA       0.782
    MSTRG.54393.1    2:mRNA       1.000
    MSTRG.54422.1  1:lncRNA       0.852
    MSTRG.54422.2  1:lncRNA       0.863
    MSTRG.54427.1  1:lncRNA       0.863
    MSTRG.54443.1    2:mRNA       1.000
    MSTRG.54467.1    2:mRNA       0.596
    MSTRG.54468.1  1:lncRNA       0.863
    MSTRG.54469.1  1:lncRNA       0.852
    MSTRG.54475.1  1:lncRNA       0.852
    MSTRG.54477.1    2:mRNA       1.000
    MSTRG.54480.1  1:lncRNA       0.852
    MSTRG.54499.1    2:mRNA       0.596
    MSTRG.54499.2    2:mRNA       0.596
    MSTRG.54499.3    2:mRNA       1.000
    MSTRG.54509.1  1:lncRNA       0.955
    MSTRG.54509.2  1:lncRNA       0.852
    MSTRG.54519.1    2:mRNA       1.000
    MSTRG.54530.1  1:lncRNA       0.863
    MSTRG.54532.1  1:lncRNA       0.852
   MSTRG.54548.16    2:mRNA       1.000
   MSTRG.54548.17    2:mRNA       1.000
   MSTRG.54548.18    2:mRNA       1.000
    MSTRG.54550.2  1:lncRNA       0.852
    MSTRG.54550.1  1:lncRNA       0.863
    MSTRG.54550.3  1:lncRNA       0.852
    MSTRG.54551.1  1:lncRNA       0.863
    MSTRG.54553.1  1:lncRNA       0.782
    MSTRG.54560.1  1:lncRNA       0.863
    MSTRG.54564.1  1:lncRNA       0.863
    MSTRG.54567.1  1:lncRNA       0.863
    MSTRG.54569.1  1:lncRNA       0.863
    MSTRG.54572.1    2:mRNA       1.000
    MSTRG.54572.2    2:mRNA       1.000
    MSTRG.54572.3  1:lncRNA       0.852
    MSTRG.54573.1    2:mRNA       1.000
    MSTRG.54573.2    2:mRNA       1.000
    MSTRG.54585.1  1:lncRNA       0.863
    MSTRG.54586.1  1:lncRNA       0.863
    MSTRG.54599.1  1:lncRNA       0.863
    MSTRG.54619.1  1:lncRNA       0.863
    MSTRG.54617.7    2:mRNA       1.000
    MSTRG.54621.1  1:lncRNA       0.863
    MSTRG.54626.1  1:lncRNA       0.852
    MSTRG.54626.2  1:lncRNA       0.782
    MSTRG.54626.3  1:lncRNA       0.782
    MSTRG.54632.1  1:lncRNA       0.852
    MSTRG.54634.1    2:mRNA       1.000
    MSTRG.54636.1    2:mRNA       0.596
    MSTRG.54635.3    2:mRNA       1.000
    MSTRG.54635.4    2:mRNA       1.000
    MSTRG.54635.6    2:mRNA       1.000
    MSTRG.54635.5    2:mRNA       1.000
    MSTRG.54635.7    2:mRNA       0.596
    MSTRG.54635.8    2:mRNA       0.596
    MSTRG.54647.1    2:mRNA       1.000
    MSTRG.54651.1    2:mRNA       1.000
    MSTRG.54659.1  1:lncRNA       0.863
    MSTRG.54670.1    2:mRNA       1.000
    MSTRG.54670.2    2:mRNA       1.000
    MSTRG.54670.3    2:mRNA       0.596
    MSTRG.54674.1    2:mRNA       0.596
    MSTRG.54674.2    2:mRNA       0.596
    MSTRG.54674.3    2:mRNA       0.596
    MSTRG.54674.4    2:mRNA       0.596
    MSTRG.54674.5    2:mRNA       0.596
    MSTRG.54674.6    2:mRNA       0.596
    MSTRG.54674.7    2:mRNA       0.596
    MSTRG.54676.1  1:lncRNA       0.863
    MSTRG.54692.1  1:lncRNA       0.697
    MSTRG.54692.2  1:lncRNA       0.852
    MSTRG.54695.1  1:lncRNA       0.697
    MSTRG.54695.3  1:lncRNA       0.697
    MSTRG.54695.2  1:lncRNA       0.697
    MSTRG.54695.4  1:lncRNA       0.929
    MSTRG.54695.5  1:lncRNA       0.697
    MSTRG.54695.6    2:mRNA       0.596
    MSTRG.54695.7    2:mRNA       0.596
    MSTRG.54695.8  1:lncRNA       0.863
    MSTRG.54696.1    2:mRNA       1.000
    MSTRG.54696.2  1:lncRNA       0.852
    MSTRG.54696.3  1:lncRNA       0.852
    MSTRG.54697.1    2:mRNA       1.000
    MSTRG.54717.1  1:lncRNA       0.782
    MSTRG.54729.1  1:lncRNA       0.852
    MSTRG.54737.1  1:lncRNA       0.852
    MSTRG.54752.2  1:lncRNA       0.852
    MSTRG.54752.1    2:mRNA       0.596
    MSTRG.54756.1    2:mRNA       1.000
    MSTRG.54758.1  1:lncRNA       0.863
    MSTRG.54782.1  1:lncRNA       0.852
    MSTRG.54785.1  1:lncRNA       0.852
    MSTRG.54789.1    2:mRNA       1.000
    MSTRG.54789.2    2:mRNA       1.000
    MSTRG.54791.1  1:lncRNA       0.852
    MSTRG.54798.1    2:mRNA       1.000
    MSTRG.54806.1  1:lncRNA       0.782
    MSTRG.54807.1    2:mRNA       0.596
    MSTRG.54807.2    2:mRNA       0.596
    MSTRG.54814.1  1:lncRNA       0.852
    MSTRG.54814.2  1:lncRNA       0.852
    MSTRG.54835.1    2:mRNA       1.000
    MSTRG.54835.2  1:lncRNA       0.863
    MSTRG.54837.1  1:lncRNA       0.697
    MSTRG.54846.1    2:mRNA       1.000
    MSTRG.54848.5  1:lncRNA       0.852
    MSTRG.54851.1  1:lncRNA       0.782
    MSTRG.54854.1  1:lncRNA       0.852
    MSTRG.54856.1  1:lncRNA       0.782
    MSTRG.54856.2  1:lncRNA       0.863
    MSTRG.54857.1    2:mRNA       1.000
    MSTRG.54857.2  1:lncRNA       0.852
    MSTRG.54854.2  1:lncRNA       0.852
    MSTRG.54863.1  1:lncRNA       0.852
    MSTRG.54869.1  1:lncRNA       0.852
    MSTRG.54870.1    2:mRNA       1.000
    MSTRG.54871.1  1:lncRNA       0.852
    MSTRG.54872.1    2:mRNA       1.000
    MSTRG.54882.1  1:lncRNA       0.863
    MSTRG.54893.1  1:lncRNA       0.782
    MSTRG.54893.2  1:lncRNA       0.782
    MSTRG.54895.1  1:lncRNA       0.863
    MSTRG.54909.1  1:lncRNA       0.763
    MSTRG.54909.2  1:lncRNA       0.852
    MSTRG.54909.3  1:lncRNA       0.852
    MSTRG.54909.4  1:lncRNA       0.852
    MSTRG.54909.5  1:lncRNA       0.852
    MSTRG.54909.6  1:lncRNA       0.852
    MSTRG.54909.7  1:lncRNA       0.852
    MSTRG.54921.1    2:mRNA       1.000
    MSTRG.54924.1    2:mRNA       1.000
    MSTRG.54925.1  1:lncRNA       0.782
    MSTRG.54931.1  1:lncRNA       0.852
    MSTRG.54936.1  1:lncRNA       0.863
    MSTRG.54950.1    2:mRNA       1.000
    MSTRG.54951.1  1:lncRNA       0.863
    MSTRG.54954.1  1:lncRNA       0.863
    MSTRG.54958.1  1:lncRNA       0.852
    MSTRG.54959.1  1:lncRNA       0.782
    MSTRG.54959.2  1:lncRNA       0.782
    MSTRG.54961.1  1:lncRNA       0.825
    MSTRG.54961.2  1:lncRNA       0.852
    MSTRG.54961.3  1:lncRNA       0.782
    MSTRG.54961.4  1:lncRNA       0.697
    MSTRG.54967.1    2:mRNA       0.596
    MSTRG.54967.2    2:mRNA       0.596
   MSTRG.54966.31    2:mRNA       1.000
   MSTRG.54966.32    2:mRNA       1.000
   MSTRG.54966.33    2:mRNA       1.000
    MSTRG.54971.1  1:lncRNA       0.852
    MSTRG.54971.2  1:lncRNA       0.852
    MSTRG.54971.3  1:lncRNA       0.852
    MSTRG.54971.4  1:lncRNA       0.852
    MSTRG.54973.1  1:lncRNA       0.852
    MSTRG.54983.1    2:mRNA       1.000
    MSTRG.54983.2    2:mRNA       1.000
    MSTRG.54983.3    2:mRNA       1.000
    MSTRG.54987.1  1:lncRNA       0.863
    MSTRG.54988.1  1:lncRNA       0.852
    MSTRG.54989.1  1:lncRNA       0.852
    MSTRG.54991.1  1:lncRNA       0.863
    MSTRG.54993.1  1:lncRNA       0.863
    MSTRG.55018.1  1:lncRNA       0.782
    MSTRG.55036.1  1:lncRNA       0.852
    MSTRG.55040.1  1:lncRNA       0.863
    MSTRG.55062.1    2:mRNA       1.000
    MSTRG.55062.2    2:mRNA       1.000
    MSTRG.55073.1  1:lncRNA       0.852
    MSTRG.55073.2    2:mRNA       1.000
    MSTRG.55075.1  1:lncRNA       0.852
    MSTRG.55103.1    2:mRNA       1.000
    MSTRG.55105.1  1:lncRNA       0.852
    MSTRG.55114.1  1:lncRNA       0.863
    MSTRG.55120.1  1:lncRNA       0.852
    MSTRG.55129.1    2:mRNA       0.596
    MSTRG.55134.2    2:mRNA       1.000
    MSTRG.55134.7    2:mRNA       0.596
    MSTRG.55136.1  1:lncRNA       0.863
    MSTRG.55143.1    2:mRNA       1.000
    MSTRG.55143.2    2:mRNA       1.000
    MSTRG.55150.3  1:lncRNA       0.852
    MSTRG.55152.1  1:lncRNA       0.852
    MSTRG.55170.1  1:lncRNA       0.852
    MSTRG.55172.1    2:mRNA       1.000
    MSTRG.55172.2    2:mRNA       1.000
    MSTRG.55172.3    2:mRNA       0.596
    MSTRG.55172.4    2:mRNA       1.000
    MSTRG.55182.1  1:lncRNA       0.852
    MSTRG.55190.1  1:lncRNA       0.852
    MSTRG.55192.1  1:lncRNA       0.825
    MSTRG.55192.2    2:mRNA       0.596
    MSTRG.55198.1    2:mRNA       1.000
    MSTRG.55200.1  1:lncRNA       0.852
    MSTRG.55203.1  1:lncRNA       0.863
    MSTRG.55212.1  1:lncRNA       0.863
    MSTRG.55213.1  1:lncRNA       0.782
    MSTRG.55215.1    2:mRNA       1.000
    MSTRG.55215.2  1:lncRNA       0.852
    MSTRG.55219.1  1:lncRNA       0.852
    MSTRG.55220.1  1:lncRNA       0.782
    MSTRG.55220.2  1:lncRNA       0.782
    MSTRG.55220.3  1:lncRNA       0.697
    MSTRG.55220.4    2:mRNA       1.000
    MSTRG.55226.1  1:lncRNA       0.852
    MSTRG.55226.2  1:lncRNA       0.852
    MSTRG.55226.3  1:lncRNA       0.852
    MSTRG.55228.1  1:lncRNA       0.852
    MSTRG.55231.1    2:mRNA       1.000
    MSTRG.55231.2    2:mRNA       1.000
    MSTRG.55231.3    2:mRNA       1.000
    MSTRG.55231.4    2:mRNA       1.000
    MSTRG.55233.1  1:lncRNA       0.852
    MSTRG.55236.1    2:mRNA       1.000
    MSTRG.55241.1    2:mRNA       1.000
    MSTRG.55241.2    2:mRNA       1.000
    MSTRG.55241.3    2:mRNA       1.000
    MSTRG.55247.1  1:lncRNA       0.852
    MSTRG.55247.2  1:lncRNA       0.852
    MSTRG.55247.3  1:lncRNA       0.852
    MSTRG.55247.4    2:mRNA       1.000
    MSTRG.55249.2    2:mRNA       1.000
    MSTRG.55249.3  1:lncRNA       0.852
    MSTRG.55249.4  1:lncRNA       0.852
    MSTRG.55251.1  1:lncRNA       0.852
    MSTRG.55257.1  1:lncRNA       0.863
    MSTRG.55263.1  1:lncRNA       0.863
    MSTRG.55264.1  1:lncRNA       0.863
    MSTRG.55265.1  1:lncRNA       0.852
    MSTRG.55266.1  1:lncRNA       0.697
    MSTRG.55267.1  1:lncRNA       0.697
    MSTRG.55267.2  1:lncRNA       0.852
    MSTRG.55275.1    2:mRNA       0.596
    MSTRG.55275.2  1:lncRNA       0.697
    MSTRG.55275.3  1:lncRNA       0.852
    MSTRG.55275.4  1:lncRNA       0.852
    MSTRG.55275.5    2:mRNA       0.596
