                Seq predicted  prediction
 MSTRG.113058.1_rev  1:lncRNA       0.863
 MSTRG.113246.1_rev  1:lncRNA       0.863
 MSTRG.113360.1_rev  1:lncRNA       0.863
 MSTRG.113454.1_rev  1:lncRNA       0.863
 MSTRG.113494.1_rev  1:lncRNA       0.852
 MSTRG.113597.1_rev  1:lncRNA       0.852
 MSTRG.113616.1_rev  1:lncRNA       0.863
 MSTRG.113901.1_rev  1:lncRNA       0.863
 MSTRG.113927.1_rev  1:lncRNA       0.863
 MSTRG.114074.1_rev  1:lncRNA       0.852
 MSTRG.114080.1_rev  1:lncRNA       0.863
 MSTRG.114148.1_rev  1:lncRNA       0.863
 MSTRG.114151.1_rev  1:lncRNA       0.863
 MSTRG.114317.1_rev  1:lncRNA       0.863
 MSTRG.114577.1_rev  1:lncRNA       0.863
 MSTRG.114812.1_rev    2:mRNA       1.000
 MSTRG.114828.1_rev  1:lncRNA       0.863
 MSTRG.114892.1_rev  1:lncRNA       0.863
 MSTRG.114910.1_rev  1:lncRNA       0.863
 MSTRG.114940.1_rev  1:lncRNA       0.863
 MSTRG.114953.1_rev  1:lncRNA       0.863
 MSTRG.115345.1_rev  1:lncRNA       0.863
 MSTRG.115420.1_rev  1:lncRNA       0.863
 MSTRG.115439.1_rev  1:lncRNA       0.863
 MSTRG.115458.1_rev  1:lncRNA       0.863
 MSTRG.115529.1_rev  1:lncRNA       0.863
 MSTRG.115560.1_rev  1:lncRNA       0.863
 MSTRG.115573.1_rev  1:lncRNA       0.863
 MSTRG.115863.1_rev  1:lncRNA       0.852
 MSTRG.115873.1_rev  1:lncRNA       0.852
 MSTRG.116052.1_rev  1:lncRNA       0.863
 MSTRG.116060.1_rev  1:lncRNA       0.863
 MSTRG.116088.1_rev  1:lncRNA       0.863
 MSTRG.116161.1_rev  1:lncRNA       0.863
 MSTRG.116279.1_rev  1:lncRNA       0.863
 MSTRG.116283.1_rev  1:lncRNA       0.863
 MSTRG.116291.1_rev  1:lncRNA       0.863
 MSTRG.116487.1_rev  1:lncRNA       0.863
 MSTRG.116624.1_rev  1:lncRNA       0.852
 MSTRG.116679.1_rev  1:lncRNA       0.863
 MSTRG.116708.1_rev  1:lncRNA       0.863
 MSTRG.117166.1_rev    2:mRNA       1.000
 MSTRG.117505.1_rev    2:mRNA       1.000
 MSTRG.117518.1_rev  1:lncRNA       0.863
 MSTRG.117669.1_rev  1:lncRNA       0.863
 MSTRG.117705.1_rev  1:lncRNA       0.863
 MSTRG.117715.1_rev  1:lncRNA       0.852
 MSTRG.117900.1_rev    2:mRNA       1.000
 MSTRG.117991.1_rev  1:lncRNA       0.852
 MSTRG.117996.1_rev  1:lncRNA       0.852
 MSTRG.118078.1_rev  1:lncRNA       0.863
 MSTRG.118097.1_rev  1:lncRNA       0.863
 MSTRG.118146.1_rev  1:lncRNA       0.863
 MSTRG.118169.1_rev  1:lncRNA       0.863
 MSTRG.118189.1_rev  1:lncRNA       0.863
 MSTRG.118193.1_rev  1:lncRNA       0.863
 MSTRG.118307.1_rev  1:lncRNA       0.863
 MSTRG.118316.1_rev  1:lncRNA       0.863
 MSTRG.118357.1_rev  1:lncRNA       0.863
 MSTRG.118423.1_rev  1:lncRNA       0.863
 MSTRG.118538.1_rev  1:lncRNA       0.852
 MSTRG.118659.1_rev  1:lncRNA       0.863
 MSTRG.118692.1_rev  1:lncRNA       0.852
 MSTRG.118899.1_rev    2:mRNA       0.596
 MSTRG.119038.1_rev  1:lncRNA       0.863
 MSTRG.119245.1_rev  1:lncRNA       0.863
 MSTRG.119401.1_rev  1:lncRNA       0.863
 MSTRG.119402.1_rev  1:lncRNA       0.863
 MSTRG.119512.1_rev  1:lncRNA       0.863
 MSTRG.119708.1_rev  1:lncRNA       0.955
 MSTRG.119771.1_rev  1:lncRNA       0.863
 MSTRG.119856.1_rev  1:lncRNA       0.852
 MSTRG.120219.1_rev  1:lncRNA       0.863
 MSTRG.120400.1_rev  1:lncRNA       0.852
 MSTRG.120512.1_rev  1:lncRNA       0.863
 MSTRG.120513.1_rev  1:lncRNA       0.863
 MSTRG.120561.1_rev  1:lncRNA       0.863
 MSTRG.120621.1_rev    2:mRNA       1.000
 MSTRG.120791.1_rev  1:lncRNA       0.863
 MSTRG.121030.1_rev  1:lncRNA       0.863
 MSTRG.121089.1_rev  1:lncRNA       0.863
 MSTRG.121108.1_rev    2:mRNA       0.596
 MSTRG.121265.1_rev  1:lncRNA       0.852
 MSTRG.121297.1_rev  1:lncRNA       0.863
 MSTRG.121302.1_rev  1:lncRNA       0.863
 MSTRG.121331.1_rev  1:lncRNA       0.852
 MSTRG.121595.1_rev  1:lncRNA       0.863
 MSTRG.121620.1_rev  1:lncRNA       0.863
 MSTRG.121670.1_rev  1:lncRNA       0.852
 MSTRG.121705.1_rev  1:lncRNA       0.863
 MSTRG.121711.1_rev    2:mRNA       1.000
 MSTRG.121771.1_rev  1:lncRNA       0.863
 MSTRG.121919.1_rev  1:lncRNA       0.863
 MSTRG.122055.1_rev  1:lncRNA       0.863
 MSTRG.122229.1_rev  1:lncRNA       0.852
 MSTRG.122327.1_rev  1:lncRNA       0.863
 MSTRG.122348.1_rev  1:lncRNA       0.852
 MSTRG.122439.1_rev    2:mRNA       1.000
 MSTRG.122549.1_rev  1:lncRNA       0.852
 MSTRG.122614.1_rev  1:lncRNA       0.863
 MSTRG.122871.1_rev    2:mRNA       0.596
 MSTRG.122902.1_rev  1:lncRNA       0.852
 MSTRG.122961.1_rev  1:lncRNA       0.863
 MSTRG.123004.1_rev  1:lncRNA       0.863
 MSTRG.123160.1_rev  1:lncRNA       0.863
 MSTRG.123163.1_rev  1:lncRNA       0.863
 MSTRG.123194.1_rev  1:lncRNA       0.863
 MSTRG.123417.1_rev  1:lncRNA       0.863
 MSTRG.123488.1_rev  1:lncRNA       0.863
 MSTRG.123510.1_rev  1:lncRNA       0.863
 MSTRG.123639.1_rev  1:lncRNA       0.863
 MSTRG.123951.1_rev  1:lncRNA       0.863
 MSTRG.124016.1_rev  1:lncRNA       0.863
 MSTRG.124163.1_rev  1:lncRNA       0.863
 MSTRG.124376.1_rev  1:lncRNA       0.863
 MSTRG.124377.1_rev  1:lncRNA       0.863
 MSTRG.124463.1_rev  1:lncRNA       0.863
 MSTRG.124486.1_rev  1:lncRNA       0.782
 MSTRG.124507.1_rev  1:lncRNA       0.852
 MSTRG.124516.1_rev  1:lncRNA       0.852
 MSTRG.124548.1_rev  1:lncRNA       0.863
 MSTRG.124651.1_rev  1:lncRNA       0.863
 MSTRG.124727.1_rev  1:lncRNA       0.863
 MSTRG.124801.1_rev  1:lncRNA       0.863
 MSTRG.125138.1_rev  1:lncRNA       0.852
 MSTRG.125303.1_rev  1:lncRNA       0.852
 MSTRG.125418.1_rev  1:lncRNA       0.863
 MSTRG.125426.1_rev  1:lncRNA       0.852
 MSTRG.125551.1_rev  1:lncRNA       0.863
 MSTRG.125565.1_rev  1:lncRNA       0.863
 MSTRG.125567.1_rev  1:lncRNA       0.852
 MSTRG.125673.1_rev  1:lncRNA       0.782
 MSTRG.125799.1_rev  1:lncRNA       0.863
 MSTRG.125918.1_rev  1:lncRNA       0.852
 MSTRG.126018.1_rev  1:lncRNA       0.863
 MSTRG.126049.1_rev  1:lncRNA       0.863
 MSTRG.126102.1_rev  1:lncRNA       0.863
 MSTRG.126232.1_rev  1:lncRNA       0.863
 MSTRG.126398.1_rev  1:lncRNA       0.863
 MSTRG.126439.1_rev    2:mRNA       1.000
 MSTRG.126562.1_rev  1:lncRNA       0.863
 MSTRG.126647.1_rev    2:mRNA       1.000
 MSTRG.126652.1_rev  1:lncRNA       0.852
 MSTRG.126678.1_rev  1:lncRNA       0.863
 MSTRG.126699.1_rev  1:lncRNA       0.863
 MSTRG.126758.1_rev  1:lncRNA       0.825
 MSTRG.126802.1_rev  1:lncRNA       0.863
 MSTRG.126846.1_rev  1:lncRNA       0.863
 MSTRG.126917.1_rev    2:mRNA       1.000
 MSTRG.127146.1_rev  1:lncRNA       0.852
 MSTRG.127225.1_rev  1:lncRNA       0.863
 MSTRG.127399.1_rev  1:lncRNA       0.852
 MSTRG.127692.1_rev  1:lncRNA       0.863
 MSTRG.127707.1_rev  1:lncRNA       0.863
 MSTRG.127726.1_rev  1:lncRNA       0.697
 MSTRG.127729.1_rev  1:lncRNA       0.782
 MSTRG.127803.1_rev  1:lncRNA       0.863
 MSTRG.128121.1_rev  1:lncRNA       0.863
 MSTRG.128149.1_rev  1:lncRNA       0.852
 MSTRG.128162.1_rev  1:lncRNA       0.863
 MSTRG.128271.1_rev  1:lncRNA       0.863
 MSTRG.128324.1_rev  1:lncRNA       0.852
 MSTRG.128573.1_rev  1:lncRNA       0.863
 MSTRG.128642.1_rev  1:lncRNA       0.852
 MSTRG.128731.1_rev  1:lncRNA       0.852
 MSTRG.128766.1_rev  1:lncRNA       0.863
 MSTRG.128796.1_rev  1:lncRNA       0.863
 MSTRG.128956.1_rev  1:lncRNA       0.863
 MSTRG.128981.1_rev    2:mRNA       1.000
 MSTRG.128982.1_rev  1:lncRNA       0.863
 MSTRG.129056.1_rev  1:lncRNA       0.863
 MSTRG.129065.1_rev    2:mRNA       1.000
 MSTRG.129226.1_rev  1:lncRNA       0.852
 MSTRG.129237.1_rev  1:lncRNA       0.863
 MSTRG.129310.1_rev  1:lncRNA       0.863
 MSTRG.129527.1_rev  1:lncRNA       0.863
 MSTRG.129546.1_rev  1:lncRNA       0.852
 MSTRG.129575.1_rev  1:lncRNA       0.863
 MSTRG.129593.1_rev  1:lncRNA       0.863
 MSTRG.129676.1_rev  1:lncRNA       0.863
 MSTRG.129777.1_rev  1:lncRNA       0.852
 MSTRG.129861.1_rev  1:lncRNA       0.863
 MSTRG.130120.1_rev  1:lncRNA       0.863
 MSTRG.130184.1_rev  1:lncRNA       0.852
 MSTRG.130260.1_rev  1:lncRNA       0.863
 MSTRG.130351.1_rev  1:lncRNA       0.852
 MSTRG.130368.1_rev    2:mRNA       1.000
 MSTRG.130762.1_rev  1:lncRNA       0.863
 MSTRG.130836.1_rev  1:lncRNA       0.852
 MSTRG.130850.1_rev  1:lncRNA       0.863
 MSTRG.130871.1_rev  1:lncRNA       0.863
 MSTRG.130954.1_rev  1:lncRNA       0.697
 MSTRG.131136.1_rev  1:lncRNA       0.863
 MSTRG.131173.1_rev  1:lncRNA       0.863
 MSTRG.131248.1_rev  1:lncRNA       0.863
 MSTRG.131328.1_rev  1:lncRNA       0.863
 MSTRG.131560.1_rev  1:lncRNA       0.863
 MSTRG.131636.1_rev  1:lncRNA       0.863
 MSTRG.131703.1_rev  1:lncRNA       0.852
 MSTRG.131995.1_rev  1:lncRNA       0.863
 MSTRG.132059.1_rev  1:lncRNA       0.852
 MSTRG.132240.1_rev  1:lncRNA       0.863
 MSTRG.132289.1_rev  1:lncRNA       0.863
 MSTRG.132333.1_rev  1:lncRNA       0.852
 MSTRG.132386.1_rev  1:lncRNA       0.863
 MSTRG.132763.1_rev  1:lncRNA       0.852
 MSTRG.132816.1_rev  1:lncRNA       0.863
 MSTRG.132852.1_rev  1:lncRNA       0.863
 MSTRG.132871.1_rev  1:lncRNA       0.863
 MSTRG.132933.1_rev  1:lncRNA       0.863
 MSTRG.133074.1_rev  1:lncRNA       0.863
 MSTRG.133146.1_rev  1:lncRNA       0.852
 MSTRG.133151.1_rev  1:lncRNA       0.852
 MSTRG.133193.1_rev  1:lncRNA       0.863
 MSTRG.133224.1_rev  1:lncRNA       0.863
 MSTRG.133238.1_rev  1:lncRNA       0.863
 MSTRG.133268.1_rev  1:lncRNA       0.863
 MSTRG.133327.1_rev    2:mRNA       1.000
 MSTRG.133424.1_rev  1:lncRNA       0.863
 MSTRG.133497.1_rev  1:lncRNA       0.863
 MSTRG.133525.1_rev  1:lncRNA       0.863
 MSTRG.133544.1_rev  1:lncRNA       0.852
 MSTRG.133561.1_rev  1:lncRNA       0.863
 MSTRG.133778.1_rev  1:lncRNA       0.852
 MSTRG.133937.1_rev  1:lncRNA       0.863
 MSTRG.134077.1_rev  1:lncRNA       0.863
 MSTRG.134112.1_rev  1:lncRNA       0.863
 MSTRG.134217.1_rev  1:lncRNA       0.852
 MSTRG.134378.1_rev  1:lncRNA       0.852
 MSTRG.134484.1_rev  1:lncRNA       0.852
 MSTRG.134504.1_rev  1:lncRNA       0.863
 MSTRG.134614.1_rev  1:lncRNA       0.863
 MSTRG.134731.1_rev  1:lncRNA       0.863
 MSTRG.134749.1_rev  1:lncRNA       0.852
 MSTRG.134795.1_rev  1:lncRNA       0.863
 MSTRG.135008.1_rev    2:mRNA       1.000
 MSTRG.135169.1_rev  1:lncRNA       0.863
 MSTRG.135171.1_rev  1:lncRNA       0.863
 MSTRG.135191.1_rev  1:lncRNA       0.852
 MSTRG.135424.1_rev  1:lncRNA       0.863
 MSTRG.135447.1_rev  1:lncRNA       0.852
 MSTRG.135635.1_rev  1:lncRNA       0.863
 MSTRG.135658.1_rev  1:lncRNA       0.863
 MSTRG.135842.1_rev  1:lncRNA       0.863
 MSTRG.135942.1_rev    2:mRNA       1.000
 MSTRG.135984.1_rev  1:lncRNA       0.852
 MSTRG.136002.1_rev  1:lncRNA       0.863
 MSTRG.136027.1_rev  1:lncRNA       0.863
 MSTRG.136297.1_rev  1:lncRNA       0.863
 MSTRG.136730.1_rev  1:lncRNA       0.863
 MSTRG.136893.1_rev  1:lncRNA       0.863
 MSTRG.136897.1_rev  1:lncRNA       0.863
 MSTRG.137214.1_rev  1:lncRNA       0.852
 MSTRG.137408.1_rev  1:lncRNA       0.863
 MSTRG.137416.1_rev  1:lncRNA       0.863
 MSTRG.137488.1_rev  1:lncRNA       0.863
 MSTRG.137595.1_rev  1:lncRNA       0.852
 MSTRG.137687.1_rev  1:lncRNA       0.852
 MSTRG.137897.1_rev  1:lncRNA       0.863
 MSTRG.137985.1_rev  1:lncRNA       0.863
 MSTRG.138203.1_rev  1:lncRNA       0.852
 MSTRG.138309.1_rev    2:mRNA       1.000
 MSTRG.138375.1_rev  1:lncRNA       0.863
 MSTRG.138397.1_rev  1:lncRNA       0.852
 MSTRG.138547.1_rev  1:lncRNA       0.863
 MSTRG.138737.1_rev  1:lncRNA       0.852
 MSTRG.138803.1_rev  1:lncRNA       0.852
 MSTRG.138835.1_rev  1:lncRNA       0.863
 MSTRG.138993.1_rev  1:lncRNA       0.863
 MSTRG.139192.1_rev  1:lncRNA       0.863
 MSTRG.139533.1_rev  1:lncRNA       0.863
 MSTRG.139613.1_rev  1:lncRNA       0.863
 MSTRG.139682.1_rev  1:lncRNA       0.852
 MSTRG.139695.1_rev  1:lncRNA       0.863
 MSTRG.139761.1_rev  1:lncRNA       0.863
 MSTRG.139856.1_rev  1:lncRNA       0.863
 MSTRG.139975.1_rev  1:lncRNA       0.863
 MSTRG.140006.1_rev  1:lncRNA       0.863
 MSTRG.140070.1_rev  1:lncRNA       0.863
 MSTRG.140119.1_rev  1:lncRNA       0.863
 MSTRG.140127.1_rev  1:lncRNA       0.863
 MSTRG.140128.1_rev  1:lncRNA       0.863
 MSTRG.140130.1_rev  1:lncRNA       0.852
 MSTRG.140156.1_rev  1:lncRNA       0.863
 MSTRG.140236.1_rev  1:lncRNA       0.863
 MSTRG.140361.1_rev  1:lncRNA       0.852
 MSTRG.140432.1_rev  1:lncRNA       0.863
 MSTRG.140462.1_rev  1:lncRNA       0.852
 MSTRG.140605.1_rev  1:lncRNA       0.863
 MSTRG.140691.1_rev  1:lncRNA       0.852
 MSTRG.140741.1_rev  1:lncRNA       0.852
 MSTRG.140769.1_rev  1:lncRNA       0.852
 MSTRG.140792.1_rev  1:lncRNA       0.852
 MSTRG.140806.1_rev  1:lncRNA       0.863
 MSTRG.140843.1_rev  1:lncRNA       0.863
 MSTRG.140860.1_rev    2:mRNA       1.000
 MSTRG.140881.1_rev  1:lncRNA       0.863
 MSTRG.140916.1_rev  1:lncRNA       0.863
 MSTRG.140918.1_rev  1:lncRNA       0.863
 MSTRG.140967.1_rev  1:lncRNA       0.863
 MSTRG.141153.1_rev  1:lncRNA       0.863
 MSTRG.141188.1_rev  1:lncRNA       0.852
 MSTRG.141264.1_rev  1:lncRNA       0.863
 MSTRG.141342.1_rev  1:lncRNA       0.863
 MSTRG.141369.1_rev  1:lncRNA       0.863
 MSTRG.141399.1_rev  1:lncRNA       0.760
 MSTRG.141400.1_rev  1:lncRNA       0.852
 MSTRG.141423.1_rev  1:lncRNA       0.863
 MSTRG.141514.1_rev    2:mRNA       1.000
 MSTRG.141516.1_rev  1:lncRNA       0.863
 MSTRG.141577.1_rev  1:lncRNA       0.863
 MSTRG.141626.1_rev  1:lncRNA       0.863
 MSTRG.141659.1_rev    2:mRNA       1.000
 MSTRG.141734.1_rev  1:lncRNA       0.852
 MSTRG.141744.1_rev  1:lncRNA       0.852
 MSTRG.141814.1_rev  1:lncRNA       0.863
 MSTRG.141823.1_rev  1:lncRNA       0.863
 MSTRG.142035.1_rev  1:lncRNA       0.782
 MSTRG.142085.1_rev  1:lncRNA       0.852
 MSTRG.142292.1_rev    2:mRNA       1.000
 MSTRG.142298.1_rev  1:lncRNA       0.863
 MSTRG.142299.1_rev  1:lncRNA       0.863
 MSTRG.142646.1_rev  1:lncRNA       0.863
 MSTRG.142886.1_rev  1:lncRNA       0.863
 MSTRG.143041.1_rev  1:lncRNA       0.863
 MSTRG.143127.1_rev  1:lncRNA       0.852
 MSTRG.143210.1_rev  1:lncRNA       0.852
 MSTRG.143216.1_rev  1:lncRNA       0.863
 MSTRG.143240.1_rev  1:lncRNA       0.852
 MSTRG.143456.1_rev  1:lncRNA       0.863
