sequence_name	coding_score	classification
MSTRG.89544.3	0.55743	coding
MSTRG.89544.4	0.49300	noncoding
MSTRG.89546.1	0.92349	coding
MSTRG.89547.1	0.92349	coding
MSTRG.89548.1	0.03806	noncoding
MSTRG.89564.1	0.81962	coding
MSTRG.89565.1	0.86197	coding
MSTRG.89567.1	0.99878	coding
MSTRG.89569.1	0.23899	noncoding
MSTRG.89577.1	0.75926	coding
MSTRG.89578.1	0.50634	coding
MSTRG.89580.1	0.46399	noncoding
MSTRG.89584.1	0.47739	noncoding
MSTRG.89584.2	0.51192	coding
MSTRG.89587.1	0.12218	noncoding
MSTRG.89587.2	0.01570	noncoding
MSTRG.89588.1	0.40867	noncoding
MSTRG.89589.1	0.91389	coding
MSTRG.89592.1	0.33082	noncoding
MSTRG.89595.1	0.99924	coding
MSTRG.89595.2	0.99897	coding
MSTRG.89604.1	0.81086	coding
MSTRG.89612.1	0.93220	coding
MSTRG.89615.1	0.56825	coding
MSTRG.89618.1	0.37201	noncoding
MSTRG.89620.1	0.50997	coding
MSTRG.89625.1	0.99968	coding
MSTRG.89625.2	0.99965	coding
MSTRG.89635.1	0.97310	coding
MSTRG.89636.1	0.84454	coding
MSTRG.89640.1	0.57127	coding
MSTRG.89657.1	0.77429	coding
MSTRG.89659.1	0.48432	noncoding
MSTRG.89659.2	0.61876	coding
MSTRG.89659.3	0.53460	coding
MSTRG.89675.1	0.99855	coding
MSTRG.89676.1	0.50049	coding
MSTRG.89680.1	0.79442	coding
MSTRG.89681.1	0.63039	coding
MSTRG.89682.1	0.75115	coding
MSTRG.89696.1	0.97252	coding
MSTRG.89700.1	0.76700	coding
MSTRG.89702.1	0.26612	noncoding
MSTRG.89709.1	0.33537	noncoding
MSTRG.89714.1	0.94825	coding
MSTRG.89714.2	0.96454	coding
MSTRG.89730.1	0.84061	coding
MSTRG.89735.1	0.93290	coding
MSTRG.89736.1	0.46931	noncoding
MSTRG.89738.1	0.03301	noncoding
MSTRG.89739.1	0.35259	noncoding
MSTRG.89745.1	0.12228	noncoding
MSTRG.89747.1	0.39510	noncoding
MSTRG.89760.1	0.99146	coding
MSTRG.89760.2	0.99493	coding
MSTRG.89760.3	0.99389	coding
MSTRG.89760.4	0.99720	coding
MSTRG.89767.1	0.37585	noncoding
MSTRG.89767.2	0.54909	coding
MSTRG.89776.1	0.40626	noncoding
MSTRG.89777.1	0.57591	coding
MSTRG.89781.1	0.91052	coding
MSTRG.89783.1	0.56100	coding
MSTRG.89783.2	0.70684	coding
MSTRG.89784.1	0.52105	coding
MSTRG.89786.1	0.16628	noncoding
MSTRG.89791.1	0.77841	coding
MSTRG.89793.1	0.93353	coding
MSTRG.89811.1	0.56105	coding
MSTRG.89812.1	0.80556	coding
MSTRG.89813.1	0.17621	noncoding
MSTRG.89814.1	0.99783	coding
MSTRG.89817.1	0.31826	noncoding
MSTRG.89817.2	0.24891	noncoding
MSTRG.89817.3	0.23802	noncoding
MSTRG.89817.4	0.19287	noncoding
MSTRG.89817.5	0.31051	noncoding
MSTRG.89836.1	0.64725	coding
MSTRG.89851.1	0.03464	noncoding
MSTRG.89862.1	0.99906	coding
MSTRG.89872.1	0.10909	noncoding
MSTRG.89877.1	0.36974	noncoding
MSTRG.89877.2	0.42072	noncoding
MSTRG.89877.3	0.26466	noncoding
MSTRG.89877.4	0.16772	noncoding
MSTRG.89878.1	0.76415	coding
MSTRG.89882.1	0.37647	noncoding
MSTRG.89883.1	0.42714	noncoding
MSTRG.89885.1	0.15977	noncoding
MSTRG.89897.1	0.29177	noncoding
MSTRG.89900.1	0.98501	coding
MSTRG.89900.2	0.98558	coding
MSTRG.89901.1	0.88789	coding
MSTRG.89908.1	0.81384	coding
MSTRG.89926.1	0.92292	coding
MSTRG.89927.1	0.99823	coding
MSTRG.89937.1	0.36089	noncoding
MSTRG.89938.1	0.05797	noncoding
MSTRG.89939.1	0.72910	coding
MSTRG.89939.2	0.90562	coding
MSTRG.89939.3	0.99140	coding
MSTRG.89939.4	0.89530	coding
MSTRG.89939.5	0.87468	coding
MSTRG.89939.6	0.99205	coding
MSTRG.89940.1	0.93918	coding
MSTRG.89946.1	0.90947	coding
MSTRG.89946.2	0.90141	coding
MSTRG.89975.1	0.78050	coding
MSTRG.89975.2	0.98409	coding
MSTRG.89978.1	0.11778	noncoding
MSTRG.90003.1	0.33583	noncoding
MSTRG.90003.2	0.32159	noncoding
MSTRG.90003.3	0.63070	coding
MSTRG.90003.4	0.92803	coding
MSTRG.90005.1	0.52792	coding
MSTRG.90009.1	0.55081	coding
MSTRG.90012.1	0.41730	noncoding
MSTRG.90013.1	0.88441	coding
MSTRG.90014.1	0.66539	coding
MSTRG.90016.1	0.87850	coding
MSTRG.90017.4	0.04383	noncoding
MSTRG.90017.5	0.28616	noncoding
MSTRG.90017.6	0.12759	noncoding
MSTRG.90017.7	0.48818	noncoding
MSTRG.90017.11	0.26684	noncoding
MSTRG.90017.9	0.34648	noncoding
MSTRG.90017.10	0.04660	noncoding
MSTRG.90017.8	0.18974	noncoding
MSTRG.90017.12	0.21551	noncoding
MSTRG.90018.1	0.97383	coding
MSTRG.90027.1	0.22095	noncoding
MSTRG.90029.1	0.74452	coding
MSTRG.90051.1	0.76672	coding
MSTRG.90057.1	0.72394	coding
MSTRG.90066.1	0.98891	coding
MSTRG.90066.2	0.97961	coding
MSTRG.90076.1	0.83373	coding
MSTRG.90077.1	0.84191	coding
MSTRG.90093.1	0.46442	noncoding
MSTRG.90095.1	0.72847	coding
MSTRG.90096.1	0.99800	coding
MSTRG.90098.1	0.85399	coding
MSTRG.90099.1	0.48203	noncoding
MSTRG.90101.1	0.86741	coding
MSTRG.90108.1	0.99564	coding
MSTRG.90111.1	0.76891	coding
MSTRG.90115.1	0.85084	coding
MSTRG.90116.1	0.57225	coding
MSTRG.90117.1	0.99855	coding
MSTRG.90120.1	0.98737	coding
MSTRG.90124.1	0.86468	coding
MSTRG.90132.1	0.03914	noncoding
MSTRG.90139.1	0.88893	coding
MSTRG.90143.1	0.86833	coding
MSTRG.90153.1	0.18004	noncoding
MSTRG.90154.1	0.19630	noncoding
MSTRG.90161.1	0.95290	coding
MSTRG.90162.1	0.18272	noncoding
MSTRG.90168.1	0.99889	coding
MSTRG.90168.2	0.99862	coding
MSTRG.90177.2	0.26679	noncoding
MSTRG.90185.1	0.46976	noncoding
MSTRG.90192.1	0.52898	coding
MSTRG.90192.2	0.48137	noncoding
MSTRG.90196.1	0.18587	noncoding
MSTRG.90200.1	0.42307	noncoding
MSTRG.90205.1	0.41280	noncoding
MSTRG.90237.1	0.68816	coding
MSTRG.90240.1	0.53497	coding
MSTRG.90242.1	0.42260	noncoding
MSTRG.90246.1	0.98994	coding
MSTRG.90247.1	0.99375	coding
MSTRG.90248.1	0.67763	coding
MSTRG.90248.2	0.79958	coding
MSTRG.90249.1	0.80077	coding
MSTRG.90262.1	0.82755	coding
MSTRG.90282.1	0.39620	noncoding
MSTRG.90288.1	0.81771	coding
MSTRG.90290.1	0.93707	coding
MSTRG.90300.1	0.69733	coding
MSTRG.90303.1	0.64519	coding
MSTRG.90304.1	0.52564	coding
MSTRG.90329.1	0.62827	coding
MSTRG.90334.1	0.87137	coding
MSTRG.90349.1	0.93159	coding
MSTRG.90349.2	0.93708	coding
MSTRG.90349.3	0.93235	coding
MSTRG.90349.4	0.95606	coding
MSTRG.90349.5	0.94604	coding
MSTRG.90349.6	0.90146	coding
MSTRG.90349.7	0.91886	coding
MSTRG.90351.1	0.95324	coding
MSTRG.90385.4	0.38114	noncoding
MSTRG.90385.5	0.46100	noncoding
MSTRG.90385.6	0.92511	coding
MSTRG.90385.7	0.19689	noncoding
MSTRG.90385.8	0.88887	coding
MSTRG.90389.1	0.93211	coding
MSTRG.90399.1	0.88732	coding
MSTRG.90402.1	0.10200	noncoding
MSTRG.90403.1	0.84108	coding
MSTRG.90403.2	0.25080	noncoding
MSTRG.90403.3	0.28803	noncoding
MSTRG.90403.4	0.82797	coding
MSTRG.90410.1	0.99647	coding
MSTRG.90420.1	0.82189	coding
MSTRG.90422.1	0.71794	coding
MSTRG.90431.1	0.76096	coding
MSTRG.90432.1	0.57076	coding
MSTRG.90450.2	0.99882	coding
MSTRG.90457.1	0.40440	noncoding
MSTRG.90470.1	0.96380	coding
MSTRG.90487.1	0.78997	coding
MSTRG.90499.1	0.90403	coding
MSTRG.90499.2	0.78268	coding
MSTRG.90525.1	0.37443	noncoding
MSTRG.90530.1	0.99933	coding
MSTRG.90535.1	0.93416	coding
MSTRG.90535.2	0.86231	coding
MSTRG.90548.1	0.78096	coding
MSTRG.90568.1	0.59087	coding
MSTRG.90568.2	0.60872	coding
MSTRG.90570.6	0.94101	coding
MSTRG.90570.16	0.97233	coding
MSTRG.90577.2	0.03098	noncoding
MSTRG.90583.1	0.99979	coding
MSTRG.90589.1	0.44433	noncoding
MSTRG.90589.4	0.52587	coding
MSTRG.90589.2	0.61614	coding
MSTRG.90589.3	0.52966	coding
MSTRG.90589.5	0.20175	noncoding
MSTRG.90589.6	0.50859	coding
MSTRG.90597.1	0.72621	coding
MSTRG.90597.2	0.95059	coding
MSTRG.90602.1	0.31535	noncoding
MSTRG.90606.1	0.54571	coding
MSTRG.90606.2	0.15886	noncoding
MSTRG.90606.3	0.07109	noncoding
MSTRG.90606.4	0.08406	noncoding
MSTRG.90606.5	0.07626	noncoding
MSTRG.90606.6	0.10663	noncoding
MSTRG.90606.7	0.19431	noncoding
MSTRG.90606.8	0.17893	noncoding
MSTRG.90606.9	0.19768	noncoding
MSTRG.90606.10	0.15624	noncoding
MSTRG.90607.1	0.96632	coding
MSTRG.90606.11	0.54724	coding
MSTRG.90606.12	0.47872	noncoding
MSTRG.90606.13	0.55825	coding
MSTRG.90615.1	0.22399	noncoding
MSTRG.90634.1	0.74306	coding
MSTRG.90662.1	0.11121	noncoding
MSTRG.90668.1	0.86281	coding
MSTRG.90668.2	0.87589	coding
MSTRG.90668.3	0.91036	coding
MSTRG.90668.10	0.90461	coding
MSTRG.90668.4	0.89973	coding
MSTRG.90668.5	0.92847	coding
MSTRG.90668.6	0.92072	coding
MSTRG.90668.7	0.87953	coding
MSTRG.90668.8	0.82480	coding
MSTRG.90668.9	0.92271	coding
MSTRG.90668.11	0.86005	coding
MSTRG.90668.12	0.84617	coding
MSTRG.90668.13	0.89463	coding
MSTRG.90668.14	0.91850	coding
MSTRG.90668.15	0.93854	coding
MSTRG.90668.16	0.88459	coding
MSTRG.90668.17	0.87089	coding
MSTRG.90668.18	0.89418	coding
MSTRG.90668.19	0.90031	coding
MSTRG.90668.20	0.92102	coding
MSTRG.90669.1	0.41684	noncoding
MSTRG.90669.2	0.36028	noncoding
MSTRG.90671.1	0.46161	noncoding
MSTRG.90671.2	0.69896	coding
MSTRG.90672.1	0.39749	noncoding
MSTRG.90672.2	0.73086	coding
MSTRG.90672.3	0.98617	coding
MSTRG.90672.4	0.83818	coding
MSTRG.90672.5	0.99761	coding
MSTRG.90674.1	0.99962	coding
MSTRG.90682.1	0.99514	coding
MSTRG.90693.1	0.75913	coding
MSTRG.90693.2	0.91359	coding
MSTRG.90693.3	0.93830	coding
MSTRG.90693.4	0.95704	coding
MSTRG.90700.1	0.69535	coding
MSTRG.90707.1	0.88321	coding
MSTRG.90707.2	0.59965	coding
MSTRG.90708.5	0.22403	noncoding
MSTRG.90720.1	0.38387	noncoding
MSTRG.90721.1	0.79761	coding
MSTRG.90721.2	0.58188	coding
MSTRG.90721.3	0.23198	noncoding
MSTRG.90721.4	0.10271	noncoding
MSTRG.90736.1	0.89705	coding
MSTRG.90741.1	0.89149	coding
MSTRG.90748.1	0.50456	coding
MSTRG.90749.1	0.82156	coding
MSTRG.90749.2	0.33870	noncoding
MSTRG.90750.1	0.06948	noncoding
MSTRG.90754.1	0.47056	noncoding
MSTRG.90755.1	0.94983	coding
MSTRG.90756.1	0.47206	noncoding
MSTRG.90761.1	0.95898	coding
MSTRG.90761.2	0.86039	coding
MSTRG.90761.3	0.96222	coding
MSTRG.90765.1	0.80193	coding
MSTRG.90769.1	0.51205	coding
MSTRG.90776.1	0.32588	noncoding
MSTRG.90776.2	0.29608	noncoding
MSTRG.90776.3	0.21412	noncoding
MSTRG.90776.4	0.24852	noncoding
MSTRG.90779.1	0.04965	noncoding
MSTRG.90780.1	0.83836	coding
MSTRG.90780.2	0.85903	coding
MSTRG.90780.3	0.87437	coding
MSTRG.90780.4	0.76957	coding
MSTRG.90780.5	0.63730	coding
MSTRG.90786.1	0.64486	coding
MSTRG.90786.2	0.39433	noncoding
MSTRG.90787.1	0.49913	noncoding
MSTRG.90789.1	0.69373	coding
MSTRG.90790.1	0.97770	coding
MSTRG.90790.2	0.97154	coding
MSTRG.90796.1	0.68608	coding
MSTRG.90796.2	0.70476	coding
MSTRG.90799.1	0.99886	coding
MSTRG.90814.1	0.43923	noncoding
MSTRG.90815.1	0.96106	coding
MSTRG.90825.1	0.99978	coding
MSTRG.90825.2	0.99978	coding
MSTRG.90825.3	0.99978	coding
MSTRG.90846.1	0.01370	noncoding
MSTRG.90847.1	0.20121	noncoding
MSTRG.90860.1	0.56729	coding
MSTRG.90860.2	0.93049	coding
MSTRG.90862.1	0.59834	coding
MSTRG.90873.1	0.99945	coding
MSTRG.90876.1	0.44259	noncoding
MSTRG.90884.1	0.77115	coding
MSTRG.90894.1	0.96076	coding
MSTRG.90896.1	0.95957	coding
MSTRG.90898.2	0.50318	coding
MSTRG.90902.1	0.27224	noncoding
MSTRG.90927.1	0.47751	noncoding
MSTRG.90939.1	0.76418	coding
MSTRG.90952.1	0.43291	noncoding
MSTRG.90959.1	0.23219	noncoding
MSTRG.90963.1	0.77531	coding
MSTRG.90965.1	0.99772	coding
MSTRG.90972.1	0.94413	coding
MSTRG.90981.1	0.17733	noncoding
MSTRG.90993.1	0.19795	noncoding
MSTRG.90994.1	0.91287	coding
MSTRG.91009.1	0.29551	noncoding
MSTRG.91009.2	0.55598	coding
MSTRG.91015.1	0.45363	noncoding
MSTRG.91015.2	0.50276	coding
MSTRG.91016.1	0.20079	noncoding
MSTRG.91023.1	0.96260	coding
MSTRG.91033.1	0.72787	coding
MSTRG.91033.2	0.62012	coding
MSTRG.91033.3	0.33550	noncoding
MSTRG.91033.4	0.42339	noncoding
MSTRG.91034.1	0.38338	noncoding
MSTRG.91039.1	0.69077	coding
MSTRG.91059.1	0.73634	coding
MSTRG.91074.1	0.99072	coding
MSTRG.91075.1	0.95643	coding
MSTRG.91075.2	0.85664	coding
MSTRG.91075.3	0.60399	coding
MSTRG.91075.4	0.83812	coding
MSTRG.91075.5	0.87944	coding
MSTRG.91077.1	0.03528	noncoding
MSTRG.91099.1	0.18985	noncoding
MSTRG.91103.1	0.24830	noncoding
MSTRG.91114.1	0.60434	coding
MSTRG.91115.1	0.99851	coding
MSTRG.91117.1	0.49036	noncoding
MSTRG.91117.2	0.58593	coding
MSTRG.91117.3	0.56961	coding
MSTRG.91117.4	0.48492	noncoding
MSTRG.91119.1	0.99624	coding
MSTRG.91131.1	0.43097	noncoding
MSTRG.91132.1	0.07006	noncoding
MSTRG.91144.1	0.50938	coding
MSTRG.91153.1	0.07398	noncoding
MSTRG.91153.2	0.13178	noncoding
MSTRG.91153.3	0.11160	noncoding
MSTRG.91157.1	0.99503	coding
MSTRG.91165.1	0.07412	noncoding
MSTRG.91174.1	0.68943	coding
MSTRG.91174.2	0.66580	coding
MSTRG.91174.3	0.67529	coding
MSTRG.91174.4	0.68420	coding
MSTRG.91191.1	0.90648	coding
MSTRG.91193.1	0.45011	noncoding
MSTRG.91193.2	0.63201	coding
MSTRG.91194.1	0.79199	coding
MSTRG.91194.2	0.86844	coding
MSTRG.91196.1	0.17727	noncoding
MSTRG.91206.1	0.55170	coding
MSTRG.91217.1	0.14180	noncoding
MSTRG.91220.1	0.27350	noncoding
MSTRG.91223.1	0.91230	coding
MSTRG.91224.1	0.79431	coding
MSTRG.91233.1	0.42793	noncoding
MSTRG.91235.1	0.88588	coding
MSTRG.91235.2	0.87749	coding
MSTRG.91235.3	0.94769	coding
MSTRG.91235.4	0.94110	coding
MSTRG.91236.1	0.66443	coding
MSTRG.91237.1	0.13884	noncoding
MSTRG.91248.1	0.05068	noncoding
MSTRG.91250.1	0.40648	noncoding
MSTRG.91252.1	0.38084	noncoding
MSTRG.91252.2	0.49413	noncoding
MSTRG.91252.3	0.56482	coding
MSTRG.91252.4	0.56553	coding
MSTRG.91252.5	0.63270	coding
MSTRG.91252.6	0.59232	coding
MSTRG.91272.1	0.28232	noncoding
MSTRG.91272.2	0.29267	noncoding
MSTRG.91282.1	0.74184	coding
MSTRG.91286.1	0.56911	coding
MSTRG.91298.1	0.52771	coding
MSTRG.91298.2	0.73603	coding
MSTRG.91300.1	0.43191	noncoding
MSTRG.91320.1	0.44575	noncoding
MSTRG.91322.1	0.30306	noncoding
MSTRG.91342.1	0.52161	coding
MSTRG.91384.1	0.99089	coding
MSTRG.91384.2	0.99173	coding
MSTRG.91396.1	0.65716	coding
MSTRG.91406.1	0.99658	coding
MSTRG.91408.1	0.10691	noncoding
MSTRG.91414.1	0.03023	noncoding
MSTRG.91417.1	0.76557	coding
MSTRG.91418.1	0.20914	noncoding
MSTRG.91420.1	0.49543	noncoding
MSTRG.91443.1	0.33413	noncoding
MSTRG.91444.1	0.99944	coding
MSTRG.91452.1	0.21201	noncoding
MSTRG.91464.1	0.36085	noncoding
MSTRG.91465.1	0.95706	coding
MSTRG.91476.1	0.99552	coding
MSTRG.91482.1	0.06200	noncoding
MSTRG.91489.1	0.99973	coding
MSTRG.91504.1	0.19133	noncoding
MSTRG.91519.1	0.90335	coding
MSTRG.91527.1	0.88357	coding
MSTRG.91528.1	0.03174	noncoding
MSTRG.91529.1	0.74363	coding
MSTRG.91535.1	0.66736	coding
MSTRG.91568.1	0.99957	coding
MSTRG.91568.2	0.99940	coding
MSTRG.91568.3	0.99947	coding
MSTRG.91574.1	0.90406	coding
MSTRG.91574.2	0.89717	coding
MSTRG.91589.1	0.50513	coding
MSTRG.91590.1	0.66473	coding
MSTRG.91592.1	0.07004	noncoding
MSTRG.91601.1	0.67252	coding
MSTRG.91603.1	0.06977	noncoding
MSTRG.91608.1	0.50410	coding
MSTRG.91611.1	0.19197	noncoding
MSTRG.91614.1	0.84197	coding
MSTRG.91615.1	0.99308	coding
MSTRG.91619.1	0.69945	coding
MSTRG.91621.1	0.26860	noncoding
MSTRG.91625.1	0.83678	coding
MSTRG.91631.1	0.99329	coding
MSTRG.91637.1	0.67594	coding
MSTRG.91642.1	0.91936	coding
MSTRG.91642.2	0.99631	coding
MSTRG.91642.3	0.99873	coding
MSTRG.91649.1	0.12672	noncoding
MSTRG.91650.1	0.99680	coding
MSTRG.91650.2	0.98878	coding
MSTRG.91650.3	0.99401	coding
MSTRG.91650.4	0.99627	coding
MSTRG.91650.5	0.99715	coding
MSTRG.91651.1	0.99450	coding
MSTRG.91651.2	0.71914	coding
MSTRG.91651.3	0.99786	coding
MSTRG.91651.4	0.94176	coding
MSTRG.91651.5	0.34233	noncoding
MSTRG.91651.6	0.99647	coding
MSTRG.91657.1	0.99469	coding
MSTRG.91657.2	0.99170	coding
MSTRG.91657.3	0.99609	coding
MSTRG.91657.4	0.98767	coding
MSTRG.91657.5	0.99734	coding
MSTRG.91657.6	0.98496	coding
MSTRG.91657.7	0.97749	coding
MSTRG.91657.8	0.99539	coding
MSTRG.91661.1	0.25395	noncoding
MSTRG.91665.1	0.30970	noncoding
MSTRG.91665.2	0.14868	noncoding
MSTRG.91665.3	0.05734	noncoding
MSTRG.91665.4	0.40336	noncoding
MSTRG.91665.5	0.32718	noncoding
MSTRG.91666.1	0.51931	coding
MSTRG.91667.1	0.82920	coding
MSTRG.91669.1	0.97269	coding
MSTRG.91671.1	0.01952	noncoding
MSTRG.91672.1	0.92956	coding
MSTRG.91696.1	0.99864	coding
MSTRG.91697.1	0.99869	coding
MSTRG.91705.1	0.41317	noncoding
MSTRG.91706.1	0.32674	noncoding
MSTRG.91706.2	0.68116	coding
MSTRG.91710.1	0.99981	coding
MSTRG.91711.1	0.81942	coding
MSTRG.91711.2	0.83144	coding
MSTRG.91721.1	0.99129	coding
MSTRG.91722.1	0.84436	coding
MSTRG.91726.1	0.88282	coding
MSTRG.91732.1	0.46834	noncoding
MSTRG.91733.1	0.12396	noncoding
MSTRG.91734.1	0.38601	noncoding
MSTRG.91735.1	0.68864	coding
MSTRG.91739.1	0.98756	coding
MSTRG.91740.1	0.98895	coding
MSTRG.91745.1	0.77174	coding
MSTRG.91752.1	0.70854	coding
MSTRG.91753.1	0.08417	noncoding
MSTRG.91756.1	0.47906	noncoding
MSTRG.91756.2	0.77645	coding
MSTRG.91765.1	0.63450	coding
MSTRG.91771.1	0.05982	noncoding
MSTRG.91777.1	0.07519	noncoding
MSTRG.91778.1	0.99059	coding
MSTRG.91781.1	0.20708	noncoding
MSTRG.91782.1	0.36320	noncoding
MSTRG.91783.1	0.55217	coding
MSTRG.91788.1	0.80138	coding
MSTRG.91787.7	0.98688	coding
MSTRG.91794.1	0.99296	coding
MSTRG.91800.1	0.99969	coding
MSTRG.91805.1	0.74550	coding
MSTRG.91820.1	0.42701	noncoding
MSTRG.91821.1	0.85645	coding
MSTRG.91829.1	0.06343	noncoding
MSTRG.91840.1	0.38269	noncoding
MSTRG.91840.2	0.12089	noncoding
MSTRG.91846.2	0.98681	coding
MSTRG.91846.3	0.94254	coding
MSTRG.91853.1	0.82174	coding
MSTRG.91856.1	0.78214	coding
MSTRG.91856.2	0.76466	coding
MSTRG.91856.3	0.76348	coding
MSTRG.91856.4	0.68252	coding
MSTRG.91856.5	0.79267	coding
MSTRG.91856.6	0.83838	coding
MSTRG.91856.7	0.31849	noncoding
MSTRG.91865.1	0.72972	coding
MSTRG.91865.2	0.45482	noncoding
MSTRG.91865.3	0.74457	coding
MSTRG.91870.1	0.76624	coding
MSTRG.91872.1	0.12639	noncoding
MSTRG.91871.7	0.85361	coding
MSTRG.91876.1	0.99817	coding
MSTRG.91876.2	0.70664	coding
MSTRG.91877.1	0.43072	noncoding
MSTRG.91879.1	0.99933	coding
MSTRG.91880.1	0.32841	noncoding
MSTRG.91880.2	0.42691	noncoding
MSTRG.91882.1	0.96955	coding
MSTRG.91883.1	0.97801	coding
MSTRG.91889.1	0.90647	coding
MSTRG.91891.1	0.67276	coding
MSTRG.91891.2	0.59616	coding
MSTRG.91891.3	0.19602	noncoding
MSTRG.91893.1	0.37683	noncoding
MSTRG.91909.1	0.91884	coding
MSTRG.91911.1	0.18921	noncoding
MSTRG.91912.1	0.95390	coding
MSTRG.91914.1	0.97720	coding
MSTRG.91926.1	0.99891	coding
MSTRG.91939.1	0.81711	coding
MSTRG.91939.2	0.81571	coding
MSTRG.91939.3	0.92750	coding
MSTRG.91949.1	0.62467	coding
MSTRG.91951.1	0.57684	coding
MSTRG.91957.1	0.99742	coding
MSTRG.91958.1	0.83190	coding
MSTRG.91961.1	0.81938	coding
MSTRG.91966.1	0.37567	noncoding
MSTRG.91966.2	0.15429	noncoding
MSTRG.91966.3	0.17383	noncoding
MSTRG.91966.4	0.06974	noncoding
MSTRG.91966.5	0.24145	noncoding
MSTRG.91975.1	0.98549	coding
MSTRG.91993.1	0.11743	noncoding
MSTRG.91994.1	0.94081	coding
MSTRG.91998.1	0.26372	noncoding
MSTRG.91998.2	0.27472	noncoding
MSTRG.91998.3	0.37390	noncoding
MSTRG.92000.1	0.18573	noncoding
MSTRG.92002.1	0.12600	noncoding
MSTRG.92004.1	0.71521	coding
MSTRG.92009.1	0.64086	coding
MSTRG.92009.2	0.71833	coding
MSTRG.92009.3	0.73850	coding
MSTRG.92009.4	0.75499	coding
MSTRG.92009.5	0.60760	coding
MSTRG.92009.6	0.76601	coding
MSTRG.92009.7	0.70332	coding
MSTRG.92009.8	0.79395	coding
MSTRG.92009.10	0.48801	noncoding
MSTRG.92009.9	0.68011	coding
MSTRG.92009.11	0.52448	coding
MSTRG.92009.12	0.87826	coding
MSTRG.92009.13	0.32114	noncoding
MSTRG.92016.1	0.14858	noncoding
MSTRG.92017.1	0.73210	coding
MSTRG.92028.1	0.39990	noncoding
MSTRG.92032.1	0.99190	coding
MSTRG.92034.1	0.72934	coding
MSTRG.92034.2	0.74304	coding
MSTRG.92034.3	0.66124	coding
MSTRG.92037.1	0.69771	coding
MSTRG.92037.2	0.30492	noncoding
MSTRG.92037.3	0.06949	noncoding
MSTRG.92040.1	0.67745	coding
MSTRG.92041.1	0.34479	noncoding
MSTRG.92044.1	0.46049	noncoding
MSTRG.92045.1	0.48979	noncoding
MSTRG.92049.1	0.98678	coding
MSTRG.92049.2	0.73749	coding
MSTRG.92050.15	0.99963	coding
MSTRG.92050.16	0.99965	coding
MSTRG.92050.17	0.99893	coding
MSTRG.92069.1	0.99723	coding
MSTRG.92072.1	0.10590	noncoding
MSTRG.92073.1	0.95552	coding
MSTRG.92077.1	0.65554	coding
MSTRG.92087.1	0.10474	noncoding
MSTRG.92090.1	0.68007	coding
MSTRG.92098.1	0.06698	noncoding
MSTRG.92101.1	0.71410	coding
MSTRG.92101.2	0.75884	coding
MSTRG.92105.1	0.97270	coding
MSTRG.92106.1	0.48858	noncoding
MSTRG.92107.1	0.99381	coding
MSTRG.92107.2	0.97437	coding
MSTRG.92108.2	0.87160	coding
MSTRG.92108.3	0.74530	coding
MSTRG.92108.1	0.89160	coding
MSTRG.92108.4	0.77343	coding
MSTRG.92108.5	0.86235	coding
MSTRG.92108.6	0.87147	coding
MSTRG.92108.7	0.75849	coding
MSTRG.92108.8	0.97356	coding
MSTRG.92108.9	0.94730	coding
MSTRG.92108.10	0.82040	coding
MSTRG.92117.1	0.98490	coding
MSTRG.92119.1	0.98315	coding
MSTRG.92121.1	0.75338	coding
MSTRG.92121.2	0.95503	coding
MSTRG.92122.1	0.18133	noncoding
MSTRG.92132.1	0.88108	coding
MSTRG.92132.2	0.92679	coding
MSTRG.92132.3	0.59705	coding
MSTRG.92132.5	0.75975	coding
MSTRG.92132.6	0.92982	coding
MSTRG.92132.7	0.81882	coding
MSTRG.92148.2	0.16448	noncoding
MSTRG.92149.1	0.13053	noncoding
MSTRG.92151.1	0.21130	noncoding
MSTRG.92155.1	0.53238	coding
MSTRG.92158.1	0.62422	coding
MSTRG.92165.1	0.99741	coding
MSTRG.92166.1	0.74698	coding
MSTRG.92173.1	0.44519	noncoding
MSTRG.92173.2	0.71223	coding
MSTRG.92173.3	0.52006	coding
MSTRG.92174.1	0.91377	coding
MSTRG.92174.2	0.71183	coding
MSTRG.92174.3	0.45121	noncoding
MSTRG.92185.1	0.38313	noncoding
MSTRG.92185.2	0.36338	noncoding
MSTRG.92185.3	0.26998	noncoding
MSTRG.92185.4	0.29716	noncoding
MSTRG.92185.5	0.47210	noncoding
MSTRG.92191.1	0.97392	coding
MSTRG.92191.2	0.98534	coding
MSTRG.92192.1	0.35870	noncoding
MSTRG.92193.1	0.38100	noncoding
MSTRG.92193.2	0.52322	coding
MSTRG.92197.1	0.42519	noncoding
MSTRG.92197.2	0.41917	noncoding
MSTRG.92197.3	0.64437	coding
MSTRG.92197.4	0.44580	noncoding
MSTRG.92198.1	0.50395	coding
MSTRG.92197.5	0.73137	coding
MSTRG.92199.1	0.99754	coding
MSTRG.92211.1	0.20454	noncoding
MSTRG.92212.1	0.24188	noncoding
MSTRG.92213.1	0.92879	coding
MSTRG.92233.1	0.42940	noncoding
MSTRG.92233.2	0.55700	coding
MSTRG.92233.3	0.47555	noncoding
MSTRG.92245.2	0.33982	noncoding
MSTRG.92249.1	0.43412	noncoding
MSTRG.92249.2	0.43412	noncoding
MSTRG.92249.3	0.43412	noncoding
