sequence_name	coding_score	classification
MSTRG.124727.1_rev	0.09253	noncoding
MSTRG.124801.1_rev	0.93847	coding
MSTRG.125138.1_rev	0.20143	noncoding
MSTRG.125303.1_rev	0.21504	noncoding
MSTRG.125418.1_rev	0.35701	noncoding
MSTRG.125426.1_rev	0.75087	coding
MSTRG.125551.1_rev	0.72522	coding
MSTRG.125565.1_rev	0.02593	noncoding
MSTRG.125567.1_rev	0.19790	noncoding
MSTRG.125673.1_rev	0.52210	coding
MSTRG.125799.1_rev	0.14345	noncoding
MSTRG.125918.1_rev	0.07096	noncoding
MSTRG.126018.1_rev	0.17110	noncoding
MSTRG.126049.1_rev	0.84928	coding
MSTRG.126102.1_rev	0.46979	noncoding
MSTRG.126232.1_rev	0.67119	coding
MSTRG.126398.1_rev	0.47050	noncoding
MSTRG.126439.1_rev	0.79691	coding
MSTRG.126562.1_rev	0.06475	noncoding
MSTRG.126647.1_rev	0.96627	coding
MSTRG.126652.1_rev	0.49773	noncoding
MSTRG.126678.1_rev	0.17194	noncoding
MSTRG.126699.1_rev	0.15311	noncoding
MSTRG.126758.1_rev	0.22265	noncoding
MSTRG.126802.1_rev	0.67829	coding
MSTRG.126846.1_rev	0.14769	noncoding
MSTRG.126856.1_rev	0.09715	noncoding
MSTRG.126917.1_rev	0.64515	coding
MSTRG.127146.1_rev	0.36086	noncoding
MSTRG.127225.1_rev	0.03433	noncoding
MSTRG.127399.1_rev	0.91398	coding
MSTRG.127692.1_rev	0.08617	noncoding
MSTRG.127707.1_rev	0.38660	noncoding
MSTRG.127726.1_rev	0.01080	noncoding
MSTRG.127729.1_rev	0.58832	coding
MSTRG.127803.1_rev	0.17112	noncoding
MSTRG.128121.1_rev	0.24861	noncoding
MSTRG.128149.1_rev	0.40744	noncoding
MSTRG.128162.1_rev	0.97463	coding
MSTRG.128271.1_rev	0.03189	noncoding
MSTRG.128324.1_rev	0.03336	noncoding
MSTRG.128573.1_rev	0.48891	noncoding
MSTRG.128642.1_rev	0.17568	noncoding
MSTRG.128731.1_rev	0.25201	noncoding
MSTRG.128766.1_rev	0.08009	noncoding
MSTRG.128796.1_rev	0.14210	noncoding
MSTRG.128956.1_rev	0.12066	noncoding
MSTRG.128981.1_rev	0.36125	noncoding
MSTRG.128982.1_rev	0.11417	noncoding
MSTRG.129056.1_rev	0.05250	noncoding
MSTRG.129065.1_rev	0.80120	coding
MSTRG.129226.1_rev	0.06478	noncoding
MSTRG.129237.1_rev	0.11448	noncoding
MSTRG.129310.1_rev	0.01585	noncoding
MSTRG.129527.1_rev	0.15628	noncoding
MSTRG.129546.1_rev	0.66633	coding
MSTRG.129575.1_rev	0.03172	noncoding
MSTRG.129593.1_rev	0.25145	noncoding
MSTRG.129676.1_rev	0.33439	noncoding
MSTRG.129777.1_rev	0.47516	noncoding
MSTRG.129861.1_rev	0.13538	noncoding
MSTRG.130120.1_rev	0.07209	noncoding
MSTRG.130184.1_rev	0.21455	noncoding
MSTRG.130260.1_rev	0.12939	noncoding
MSTRG.130351.1_rev	0.87622	coding
MSTRG.130368.1_rev	0.82272	coding
MSTRG.130762.1_rev	0.13931	noncoding
MSTRG.130836.1_rev	0.59258	coding
MSTRG.130850.1_rev	0.06466	noncoding
MSTRG.130871.1_rev	0.44616	noncoding
MSTRG.130954.1_rev	0.17265	noncoding
MSTRG.131136.1_rev	0.40048	noncoding
MSTRG.131173.1_rev	0.25156	noncoding
MSTRG.131248.1_rev	0.02933	noncoding
MSTRG.131328.1_rev	0.91735	coding
MSTRG.131560.1_rev	0.29187	noncoding
MSTRG.131636.1_rev	0.17958	noncoding
MSTRG.131703.1_rev	0.02342	noncoding
MSTRG.131915.1_rev	0.26596	noncoding
MSTRG.131995.1_rev	0.05272	noncoding
MSTRG.132059.1_rev	0.39271	noncoding
MSTRG.132240.1_rev	0.05243	noncoding
MSTRG.132289.1_rev	0.19946	noncoding
MSTRG.132333.1_rev	0.52851	coding
MSTRG.132386.1_rev	0.05007	noncoding
MSTRG.132763.1_rev	0.06299	noncoding
MSTRG.132816.1_rev	0.03291	noncoding
MSTRG.132852.1_rev	0.07358	noncoding
MSTRG.132871.1_rev	0.04162	noncoding
MSTRG.132933.1_rev	0.08812	noncoding
MSTRG.133074.1_rev	0.10086	noncoding
MSTRG.133146.1_rev	0.66342	coding
MSTRG.133151.1_rev	0.80583	coding
MSTRG.133193.1_rev	0.15934	noncoding
MSTRG.133224.1_rev	0.05228	noncoding
MSTRG.133238.1_rev	0.18560	noncoding
MSTRG.133268.1_rev	0.96115	coding
MSTRG.133327.1_rev	0.91820	coding
MSTRG.133424.1_rev	0.06110	noncoding
MSTRG.133497.1_rev	0.76591	coding
MSTRG.133525.1_rev	0.16897	noncoding
MSTRG.133544.1_rev	0.78773	coding
MSTRG.133561.1_rev	0.01463	noncoding
MSTRG.133778.1_rev	0.08550	noncoding
MSTRG.133937.1_rev	0.23593	noncoding
MSTRG.134077.1_rev	0.67878	coding
MSTRG.134112.1_rev	0.01312	noncoding
MSTRG.134217.1_rev	0.26304	noncoding
MSTRG.134378.1_rev	0.66509	coding
MSTRG.134484.1_rev	0.21122	noncoding
MSTRG.134504.1_rev	0.07048	noncoding
MSTRG.134532.1_rev	0.12511	noncoding
MSTRG.134614.1_rev	0.35493	noncoding
MSTRG.134731.1_rev	0.15391	noncoding
MSTRG.134749.1_rev	0.02207	noncoding
MSTRG.134795.1_rev	0.10008	noncoding
MSTRG.135008.1_rev	0.46222	noncoding
MSTRG.135169.1_rev	0.34139	noncoding
MSTRG.135171.1_rev	0.54066	coding
MSTRG.135191.1_rev	0.06299	noncoding
MSTRG.135424.1_rev	0.08249	noncoding
MSTRG.135447.1_rev	0.06906	noncoding
MSTRG.135635.1_rev	0.10815	noncoding
MSTRG.135658.1_rev	0.90060	coding
MSTRG.135842.1_rev	0.05333	noncoding
MSTRG.135942.1_rev	0.99957	coding
MSTRG.135984.1_rev	0.21056	noncoding
MSTRG.136002.1_rev	0.14646	noncoding
MSTRG.136027.1_rev	0.04966	noncoding
MSTRG.136297.1_rev	0.05083	noncoding
MSTRG.136730.1_rev	0.68907	coding
MSTRG.136893.1_rev	0.12813	noncoding
MSTRG.136897.1_rev	0.27917	noncoding
MSTRG.137214.1_rev	0.21763	noncoding
MSTRG.137408.1_rev	0.07545	noncoding
MSTRG.137416.1_rev	0.67436	coding
MSTRG.137488.1_rev	0.14126	noncoding
MSTRG.137595.1_rev	0.04454	noncoding
MSTRG.137687.1_rev	0.23219	noncoding
MSTRG.137897.1_rev	0.21673	noncoding
MSTRG.137985.1_rev	0.06427	noncoding
MSTRG.138203.1_rev	0.30072	noncoding
MSTRG.138309.1_rev	0.89959	coding
MSTRG.138375.1_rev	0.11158	noncoding
MSTRG.138397.1_rev	0.08007	noncoding
MSTRG.138547.1_rev	0.08632	noncoding
MSTRG.138737.1_rev	0.16936	noncoding
MSTRG.138803.1_rev	0.06253	noncoding
MSTRG.138835.1_rev	0.39914	noncoding
MSTRG.138993.1_rev	0.19791	noncoding
MSTRG.139192.1_rev	0.03570	noncoding
MSTRG.139533.1_rev	0.02597	noncoding
MSTRG.139613.1_rev	0.14968	noncoding
MSTRG.139682.1_rev	0.58590	coding
MSTRG.139695.1_rev	0.90156	coding
MSTRG.139761.1_rev	0.70019	coding
MSTRG.139856.1_rev	0.16507	noncoding
MSTRG.139965.1_rev	0.17087	noncoding
MSTRG.139975.1_rev	0.03012	noncoding
MSTRG.140006.1_rev	0.30260	noncoding
MSTRG.140070.1_rev	0.52203	coding
MSTRG.140119.1_rev	0.91218	coding
MSTRG.140127.1_rev	0.62738	coding
MSTRG.140128.1_rev	0.18967	noncoding
MSTRG.140130.1_rev	0.30379	noncoding
MSTRG.140156.1_rev	0.83258	coding
MSTRG.140236.1_rev	0.15506	noncoding
MSTRG.140361.1_rev	0.06077	noncoding
MSTRG.140432.1_rev	0.30066	noncoding
MSTRG.140462.1_rev	0.75153	coding
MSTRG.140605.1_rev	0.07003	noncoding
MSTRG.140691.1_rev	0.18589	noncoding
MSTRG.140741.1_rev	0.17849	noncoding
MSTRG.140769.1_rev	0.21078	noncoding
MSTRG.140792.1_rev	0.03638	noncoding
MSTRG.140806.1_rev	0.04237	noncoding
MSTRG.140843.1_rev	0.05167	noncoding
MSTRG.140860.1_rev	0.32963	noncoding
MSTRG.140881.1_rev	0.10646	noncoding
MSTRG.140916.1_rev	0.08943	noncoding
MSTRG.140918.1_rev	0.06847	noncoding
MSTRG.140967.1_rev	0.15164	noncoding
MSTRG.141153.1_rev	0.67654	coding
MSTRG.141188.1_rev	0.14878	noncoding
MSTRG.141264.1_rev	0.13309	noncoding
MSTRG.141342.1_rev	0.64416	coding
MSTRG.141369.1_rev	0.23304	noncoding
MSTRG.141399.1_rev	0.63717	coding
MSTRG.141400.1_rev	0.18575	noncoding
MSTRG.141423.1_rev	0.14976	noncoding
MSTRG.141514.1_rev	0.83666	coding
MSTRG.141516.1_rev	0.08168	noncoding
MSTRG.141577.1_rev	0.22691	noncoding
MSTRG.141626.1_rev	0.14003	noncoding
MSTRG.141659.1_rev	0.99549	coding
MSTRG.141734.1_rev	0.10130	noncoding
MSTRG.141744.1_rev	0.05398	noncoding
MSTRG.141814.1_rev	0.98378	coding
MSTRG.141823.1_rev	0.12689	noncoding
MSTRG.142035.1_rev	0.98613	coding
MSTRG.142085.1_rev	0.07511	noncoding
MSTRG.142292.1_rev	0.82062	coding
MSTRG.142298.1_rev	0.41217	noncoding
MSTRG.142299.1_rev	0.26544	noncoding
MSTRG.142646.1_rev	0.02438	noncoding
MSTRG.142886.1_rev	0.05223	noncoding
MSTRG.143041.1_rev	0.13563	noncoding
MSTRG.143127.1_rev	0.08702	noncoding
MSTRG.143210.1_rev	0.12961	noncoding
MSTRG.143216.1_rev	0.12934	noncoding
MSTRG.143240.1_rev	0.46724	noncoding
MSTRG.143456.1_rev	0.21079	noncoding
